,text
324,ゲームとかじゃなくてね 視聴者と一体になって コメントも拾いますじゃあ 視聴者と一体になってなんかやっていこうと そういう企画ですよ だってなんもすることないでしょ今 みんなも 8月2日 8月2日組んだりで やることがないじゃん今 俺たちには 俺たちに足はないじゃんもう 今日やらなければ いやネトギャちょっとだめだな 8月2日とか人生で一番 いや本当にあった怖い話 トツマチはしたな 本当にあった怖い トツマチ配信はしました なんかちょっとさ ねえ夏らしい 夏らしいお題にしたいね 夏らしいお題 夏らしいお題で ちょっとなんか絡めたらいいなと そう思っておりまーす 夏と言ったら濃い 確かにその気持ちも分からん 分からんでもない 本当にあったらエロい話待ち 俺もねそれ考えたんだよ 俺もねそれ考えたんだけど もう散々さ 恋だの愛だのについてはさ 恋だの愛だのについては 俺の配信ではさ みんなもう気質じゃん 外出かっこ笑えじゃねえかよ 本当にさ 恋だの愛だのについてはさ 外出かっこ笑えじゃねえかよ 本当にあったらエロくて怖い話 なるほどね ゼロじゃあねえ 遠いんだよ 遠いって頑張ると俺さ 高田みたいな声になっちまうからさ 難しいだろ 日案見る? どういうことだ 音量でかくすればいいんだろ どうやらこれで でかくすると割れるんだろどうせ これでどうやら ちょうどいいか いや知恵袋めぐりは 割れてる? あ、あ、割れてんな こんぐらいか こんぐらいだろ 知恵袋めぐりはもっとさ オタクみたいな感じでやりたい 深夜のさ 3時ぐらいにさ 深夜の3時にどうしようもないときにさ やりてえ俺は ストリートビューで 夏休み企画みたいな感じでね ありっちゃありだな うんこちゃん本物ですもん なんかちょっとさせっかく夏なんだし もっとさ 夏っぽいお題でいきたいじゃん 夏っぽい お題 声自慢とつ町 あー微妙だな 俺あんまりそういうの わかんねえんだ わかんねえタイプだからなそういうの 自分の声が俺一番好きだからな 一番俺の心を掴むのは 自分の声だからな 花火配信 あーありっちゃありゼロじゃねえ ゼロじゃねえそれ 花火配信ゼロじゃねえな でもiphoneからだからめんどくさい それはちょっとね いろいろ諸事情でめんどくさい 夏宇宙つろうぜ 微妙だな うんこの音楽ところ 音楽はさしばらくみんなのコメント あーだこだしてく 音楽について語れる部分ってすごい のど自慢大会 あーなるほどね じゃあ逆に 確かにあり 声だめ 本当にキモいやつのとつ町ありだな 逆にね本当に気持ち悪いと そういう とつ町ありだな
259,朝方4時にさ車ん中でさ 超汗かいてたからな2人で え?夏だよあれ夏夏夏 あれ2人っきりだったよね ゆんこちゃんのさ生放送とかさ ちょこちょこ見てたりするとさ お前よく引き出し出るよな引き出しが そうだよねそれはすごいよね それすげーよ いやそんなことねたまたま出てくるんだよ なんかこの前さなんか変なモノマネのやつちょこっと見たんだよ カサンのモノマネ なんかお前すげーよな すげーと思ったんだけどなんだよこれ 何ヤノアキコとかってこと? あんかのモノマネね なんか違うあの なんか視聴者のあんかで全部モノマネやってやるよって コメントをさ6000何番みてんのさ やってたねあれはねほんと諸刃の剣なんだよ すげー視聴者の空気が出来上がってないとできないっていうさ こっちが乗ってないとできないからさこれ 経過時間18分ぐらいかな そうそうあれでも延長してやったんじゃないかな深夜に あそうだった でもあれすげー盛り上がったんだよ なんかすげー人いたよな 見てねーなそれ残ってないのタイムシフト わかんねーでも多分消してないと思うから たまたま見てたんだっけなうーわーと思って なんかさカサンがなんかたまたま変なのを引いてさ おめーがなんかいい感じのを引いてさ その引き具合もなんかすげーぜみたいなさ やべーだろあれ しかもそうだね俺基本的にできるモノマネをあんかで引いてたからな ケロッグのCMとかでなかなかいいパス出してさ視聴者が すげーと思ってうーわー あれ面白かったね なになになにマンケのモノマネってなに 俺ねマンクのモノマネできんだよ なんだろ できるようになったそこで そこでまた新たに進化した このクールで滑る それ俺一番神だと思った そう今コメント読んだら神だと思った あれどうやってやってんのあれ いやーあれどうやってやったか覚えてねー なるようになれみたいな突然出たあれが それなに今やったら滑る 今やったら滑るっていうかできねー今は 本当にすごかったなんかさ あのーイメージだとなんか舌がさ本当にこう 高速回転してるんじゃねーかって音がすると ブルブルブルブルみたいな あれよくできたよね ほんとできねーんだよ ペロペロペロペロってなに ほんとにリアルすぎてさ ほんとになんか音がブルブルブルブル あれどうやってやったんだろうね 吐く人じゃねーかそれ あれはさ できねーだろ へー 見てーわめっちゃ どうやってやったんだっていう感じだ なんかあれ俺もちょっと見てんだけど
241, おそらくこれで完璧 これ入るはずなんだ 聞こえるかい? 聞こえるかい?お、いいねえ ちょうどいいかい? スタンドマイク的なもんにしたんだけど うんこちゃんもいんぞ ほら うんこちゃんもいんぞちゃんと うんこちゃん、しゃべったれよ おお ようやるじゃねえか うんこちゃん元気してる?おめえ 元気ってことか よかったな 帰ってきましたよ おい見てくれ ちょ逃げー顔してる おめえこれあれだな やな時の顔だな 恥ずかしがってる時の顔だな 逃げー顔してる M君のモノマネみたいになってんだ うんこちゃん今いるよ あれだよ 俺の卒ある見てるわ 学生の時の K君がいるはずなんだけどな おお 海は行かねえぞ 25にもなったらさ アグラ界って配信だろ イキイキしてる ジャージーさんだね うんこちゃん今 うんこちゃん帰ってきたぞ うんこちゃんもあれだよ やあ 本物の どっちかな やあ どっちかな どっちかわからんだぞ モジャイPさんありがとうございます モジャイPさん本当に やっと帰ってきたよ 長かったね 長かったね結構3時間か 3時間以上か うんちょっといろいろね ぐしゃぐしゃしてたからね 水池さんが寂しがってるらしいぞ お水池がいんじゃん 知ってる? 知らねえ知らねえ 俺自分の海以外の知らねえぞ これ以上言われないですね ほんとに なんか面白いぞ ゲイ派じゃん 完全に 30半ばにしてゲイ派だな 悪いな今さ2人でさ 卒ある見てんだよもう今 完全にさごめんなさい ごめんなさい配信そっちの系になっちゃってる オフトークになってる オフトークになっちゃってるよもう 2人でもうあれ見てるよもうなんだ 卒あるだよ卒ある見て 説教されんのかね 説教しに来たの 説教しに来てまださ それに関してはさ あれだよ視聴者がさそのコメント言うまで なんも触れられてなかったんだけどさ 忘れてたな 後々説教されんだろ 後々 俺この子好きだわ可愛い 恐怖新聞のなんか ヒロインみたいな顔してんじゃん 弱々しい感じ 寿命が3年みたいな よし 恐怖新聞よう知ってんな あれ昔の漫画だぞ 20年前ぐらいの 匂いはどうですか俺ん家の新しい匂いは 全然臭くねえ ほら言ったでしょ 枕がやべえ 色見てくれこれ 枕白でしょ 元さこっちの色じゃん 端っこの端っこの なにこの枕 俺この枕やだよ絶対 待って待って この枕やべえな 全然臭くないから 臭いとかじゃなくて色がやべえ 酸化しちゃってんの酸化 酸化してんのって 布が 疲れたねえ 本当に今日はね ヒロインちゃん ヒロインちゃんもうねみいって ねみいらしいぞ なんか疲れたね 何時間睡眠だよ 8時間くらい寝たよ
192,まあいいよこれでいいよ 聞いて これでいいちゃんと隠すべ 一応パンツとか外しておくよ さすがにさ 生歩道でチンポは出せねえやん ちゃんとコンドーム 持ってきたからさ色付きの 透明だから こっち 一応これこれ あらかねえ 絶対コミバンされる すまんみんな 今日でみんなとお別れかもしれん 俺もパソコン買ったけど できねえな多分これで ちょっとまって チンポは隠れんけどさ 毛が隠れてねえ ちょっとまって 毛が隠れてねえ 上もぬいぐるまい 目ぬくと 超大きいチンポ 超大きい 超大きいチンポ やべえ バンされっから それバンだわ 大きいチンポだからバンだよ 順向けだったらバンされてるけどさ ほんと映っちまう パンツ開いてくれ ほんとチンポ映っちまう 俺だけだったほんとに 俺だけを目指してやったんだ 完全にみんなに笑い伝わんねえから うっこちゃんだけだった 4ヶ月ぶりぐらいにおめえのチンポ見たぜ きれいな皮かぶり なんかサンドウォーマー おめえチンポにベッグウォーマーしてんじゃん モノマネし午後の 吸い込め敵みたいなやつ 俺ちゃんと書くわ布団のチンポ こんな感じだった こんな感じだったよ布団のチンポ モノマネし午後の敵だよ 吸い込め敵みたいなやつ 名前忘れちゃった こんな感じだったよ 4ヶ月ぶりにおめえのチンポ見たほんと たまらん たまらんよ たまの乱だった ほんと見せてやりたいんだけどなチンポまでな なんかチンポまで見せていい生放送 みたいなんないのかね アダルトチャンネルとかでやればいいんじゃね わかんない そうすれば別にチンポ見せてもバレなくない 俺はチンポ見せたわけじゃねえけどな 見せたわけじゃねえけどさ 顔とチンポのね 顔とチンポが出ないからいいよね 顔だけ 顔だけはやだな そこ作られるとさ できねえじゃん おめえの楽しいところ 布団の楽しいところはやっぱ動きにあるんだよ 布団は動くと面白いんだよ でも動くとチンポ出すんだよ 布団が動いて チンポ出さなかったことねえんだよ だからさ ちょっとあれなんだよな みんなに見せてやりたいんだけどさ 必ずさちょっと滑りかけると チンポ出してさ 滑りかけるとチンポ出すからさ だめなんだよ 困ったな みんなあれなんだよね チンポに需要はない 俺の自己満足 俺が面白い そうだな チンコちゃんで売れるな チンコちゃんで売れるかな チンコ 出しまーす そんなに似てるし いつものほうが似てるし ほんとさ おめーんち来るとものがなくなる 大半のものがなくなったよ おー楽しいぞ今 すげえみんなもうよう知ってんの ダパンプなり
131,らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ らすかる いやいやいや ぺけたん もう死ぬべって思ったよ
322, 【早送り】 Yeah! 【早送り】 夏よ! 本当にさ俺思った夏だわ!つって やっぱ夏よの 夏にも程があるな 何しよっか ちょ何かしようぜ 何かしなきゃいけない日なんじゃないのか今日は ちょっとあれだな あのー BGMかけさしてくれ 夏らしい 夏はやっぱチューブやらさ サザンオールスターズやらをさ かけてさ やりましょう これよな 俺さ あ、ちょ俺ダメだ 俺さ、いつもさ 俺BGMさかけねぇじゃん 俺何か音楽、ちょ俺ね 何かしながら配信ってできるんだけど 音楽聴きながら配信だけは本当にできねぇんだよな 何でだろう 俺以外の声が入ると何かすごいさ 不安になる 俺の声聞こえてんのかな 今こんなに面白いこと言おうとしてるのに みたいなさ 何かおもし うんこちゃん ちょっとあれでしょ 音楽消すとき 消すときだけ何か本気で自分が面白いと思ってるんでしょ っていうさ そういう俺の裏が伝わっちまうだろ 大丈夫なの? いや、ゲームのBGMはちょっとダメだわ なしー! そうだな 俺さー チューブのさ コンサート行きたくてさ 今月あるでしょ? とある場所でチューブのコンサート ブーチューのさ コンサート行こうと思ってさ チケット取ったのにさ 仕事の休みの希望も出したんだよ俺は この日休ましてくれと やっぱチューブよと チューブのさコンサート行きたかったんだけどさ その日さ 仕事入れられちまってさ 悲しすぎる じゃ彼女じゃない普通に 友達とさ 行きたかったね STOP THE SEASON IN THE SUN 歌いたかったよ俺もみんなと それ俺 それ超いいからさ 張り切ってんだろ 準備はできてんだけどさ チューブと じゃ音楽嫌いだけど やっぱチューブはさ 別よ STOP THE SEASON IN THE SUN ってさ やりたかったんだよな 音楽嫌いだって俺 チューブ以外の音楽が嫌いだよ あれは別格だろだってどう考えても STOP THE SEASON IN THE SUN 俺あの歌がさ 歌の中でさ サザンもさいいんだけどさ サザンもいいんだけど サザンと言ったらなに サザンの夏の サザンの夏ってさなんだろ サザンの夏の歌ってなんだ なんだ いやいや サザンの夏の歌ってなんだろ 真夏の果実ね 四六時中好きと言ってだろ サザンの夏の歌ってなんだ 四六時中好きと言ってだろ あれはいい歌だわ確かに あれいい歌だな ちょっとサザン聴くか ちょっとあれだろ みんなもね やっぱサザンとかもうさ サザン オール スターズ 小配信でサザン流す 俺かっけえってやつがいそう あ? サザンオールスーズ スーズ なるほど
190, ポッパーフパット 聞こえるかね? 聞こえますか? 聞こえるのかね? どう? コメントも見えない カミキクべ 電話しながらいいじゃん 聞こえるかね? 諸君 聞こえるかね? あ、聞こえる? あ、分かった分かった 行くぜ 危ねえ危ねえ 聞こえるかね?諸君 みんな喰らえ!俺の返事だ! ハッハッハッハッヒ 聞こえた感じ 説明欄で説明します すまんなぐだちまってよ  solvent ごめんなぁ www ごめんなぁ やっぱさiPhoneの限界があったんだよ すまん 頑張るからよ次からまた まぁちょっと 雑談しようぜ おでんのくだり? 何おでんのくだりって iPhoneの得意の携帯からニコ生しちゃうから待ってくれ iPadリベンジ間違いないな 結構あれだね お前携帯映すのかよ 携帯映すのかよ あの指の動きはさ 俺らの心の中にしまっとくわ ちゃんと聞こえてるね 布団ちゃん 俺の部屋の音聞こえたか すまんなぁほんとに 布団は寝ねぇぞ 布団はまだ寝ねぇぞ 誕生日ありがとう 誕生日ありがとうございます 25歳になりました 25歳です私たちこんななりして まだあれだろ8月だろ 内緒にしといてください これ内緒だったの? 言わねぇよ俺の誕生日も 君たち 誕生日バラきた バラすんじゃねぇ まだパンツとかぶってねぇよ 生誕25周年の 集大成 布団とじゃ思い出を語るか そうだな 俺たちもついに25歳になっちまったな いやもうほんとだよあれだからな 新車購入したらもう30ですよ やめべぇその話 ほんとに苦しいよ でもいい思い出になったんじゃないかい 25年間生きててこんな 祝い方はねぇからな 貴重な祝いが伝えたわ 8月にお前と やめてくれ デスクとか背負ってくれ そうだよな 部屋掃除して帰りますちゃんと 部屋を掃除して帰りますよ 掘り出し物か なんか布団ちゃん掘り出し物ある? ちょっと待って布団が掘り出し物を 探してくれるから待ってね みんなにさ布団プレゼンツ それまで俺が被ってたパンツと 視聴者プレゼントをちょっと なにした? めちゃくちゃ意識ない? いいんじゃないの? ちょっとやべぇぞ みんな衝撃映像がくるからな これわかるかな? これ 視聴者プレゼント これは思われますか 賞味期限が 1年 賞味期限が2ヶ月くらい 切れてる唐揚げ ちなみにこれは神です これヤフーオクションに かけたいと思います ありがとうございます これちなみにあれですよ 唐揚げです わかどりの唐揚げです わかどりの唐揚げ視聴者プレゼントします これほんとにくせぇ わかどりの唐揚げですこれは 布団がゲロを吐きました ほんとにでもやばいよね
188,悪いな、付き合ってもらっても お前ら誕生日を祝いに来させたんだよ 見ろ、前官だぞ、みんなのコメントが見えないから無視していくね 聞いてたら、もしそういうこと思ったら電話して やべえだろ、これ ちょっと見て、みんな やばいやばいやばいやばい やばいです、見てください、これが噂の なんとなくの上に 皆さん、はやぶさ号だけじゃありませんよ はやぶさ号だけじゃありませんよ 布団ちゃん、布団ちゃん 布団ちゃん、風呂、風呂 布団ちゃんの風呂場行くか バカ、布団ちゃんが 汚いのが出てきました 早速は出てきますよ 早速ですが、私の手、見てください ベトベトしてますよ 何回もベトベトしてますよ 一周が経っております 私は今日ここで寝るんでしょうか 布団さんどうですか、放送の方をご覧になってますか 布団さん、放送をご覧になってください 本番ですよ、本番中ですよ、布団さん 見てください、あなたが本当に 今これがどういう状態か、早く飲み込んでください ここは日本でしょうか 想像して 今日はこの部屋をしっかり綺麗にして しっかり綺麗にして 自分で想像以上の ナッチャン見てください 足に何かがかかった 今足に何かがかかりましたよ 何かが、うんこちゃんの足に何かがかかりましたよ うんこちゃんの足に何かがかかりましたよ 視聴者プレゼント 日頃お世話になっている皆さんのために 視聴者プレゼントを探すまでかけません 欲しいものをちゃんとコメントで 視聴者プレゼントどうですか 生ゴミです 最悪な気分ですよ 顔を見せる 安心したい カーテンを開けましょう カーテン開けましょう 見えた見えた これが噂の これ見えてますか 布団の精子ですよ カクカクでごめんなさい 想像以上 布団の家のゴミ箱貯金ですよ 布団の家のゴミ箱貯金見てください 嘘じゃないでしょ ちょっと一旦ストップ みなさん見えますか 見えますか ただいまからのインタビュー こっち向きで どうですか 今日はね 伝えたいことがあって本当に来たんだよ 伝えたいことがある 本当に おめでとう 本当におめでとう 嬉しいな 何も言えないよ 当然ですよ ありがとう みんなもおめでとうしてくれてる コメントが止まってる じゃあどうぞ召し上がってください 残り時間あれしようぜ おめでとう 飲むよ 食べない スプーンここにあるぞ 男だなおめも 相当男だな どうぞ どうぞ顔撮っていいの おめでとう いいぞ うんこちゃんでーす これが本物のうんこちゃんでーす うんこちゃんでーす お久しぶりですね 全然わかんない マネキンだろ 太も俺もわかんないだろ
41,取ってなかったんだよね そういう友達付き合い してると 自分もそう思われるかもしれんみたいな なんかそんな感じかな 彼氏面するなとか言われてる 元彼女でした まじか でもちょっとなんかそういうの また 悪いことしようとかじゃなくてさ またそういうのもやっていこうかな っていう気はあるんだよね なんか 危ないことは どうなの するの 死ねえよ 単純になんかさ うん なんか普通に面白いやつと 遊んでみようかな いいよな そういう人脈がなかなかな まあ どうだろう ある人はあるんやるけどな あんまり一個のことに集中すぎると よくねえな あーそれがあるんじゃない 依存しちゃうって言ってたもんな でも仕事がちょっと 人生のキロにとってんだよな なんで 高速時間も長いし 休みが少なすぎる やめようかどうか的な ってこと 俺が買い ぶっちゃけこんだけ 今すごい上手くいってんの だけどなんか もう失うものがないからさ 今の俺には 仕事探すと思うよ すぐ見つかるし次の だから もう積極的に 変えていこうかなと思って俺が え?どういうこと 会社内を どういうこと 仕事を変えていくってこと 会社内の空気的なもの あー 自分が主導権を取って 今のこの劣悪な空気を変えるってこと そうそう いいんじゃない ね それいいんじゃない 動き出してる俺は え?もう動き出してんの 動き出してる え?その 成果は出てきてるすでに 自分の中ではね 帰宅時間も早くなってるし あ、そうな だって無意味じゃん 生産性のないことをして でも何も生まれないじゃん まあそうやろうな 別に手を抜いて仕事しようと 言ってるわけじゃないんですよ 効率よくやって 最大の成果を出しましょうよ ってことじゃん俺が言いたいのは だらだら仕事するのなんて 本当に愚かなことだよっていうのを 伝えて言ってる上司に あ、もう上司に 言ってってる下の人に 伝えてるんじゃなくて 部活がさ 新入社員も入ってたから そういう空気を出していこう って言って すげーな うんこちゃん 意味ないよ 俺もう宣言したんだよ 仲いい先輩に 俺はそういう空気を出してきますよ ああ 陰でグジグジ言っても結局変わんねえんだったら 言っていかなきゃ意味ねえじゃん で言って言ってるみたいな 遠慮してても意味がないからね 現状が変わらないんだったらもう遠慮してねえと思う それ なんか言われる ずっと無視されてた上司も あ その人からの 圧力とか的なものはないの 気に食わないんじゃない絶対 出る杭はやっぱ打たれるからね でも別に 折れねえでしょ俺は 別にねえ 仕事をクビになったらそれは困るけど
39,一人なんか変な無茶できる奴いねえ みたいなの言われて川紹介しようと思ったんだけどさ なんかあんまりね なんかそういうのあんまりよくねえじゃん 対してなんかそんなさ なんかあんまりうちらも 友達って感じじゃんそんな そんななんつーの 親友みたいな感じじゃねえじゃん だからちょっとそれやめとくわ うちの友達が 何者なぞそうじゃん川今 だからちょっと脳裏に よぎっちゃったね あいつなら大丈夫じゃねえのかな みたいな なんか若くてなんか意気のいい奴いねえみたいな 最近ちょうど言われて声かけられてた ちょっと危ない橋を渡らないとだめなんだよ ただ 危ない橋とかじゃないと思うんだけど あそうな ヤクザの 事務所にさヒールで 銃コンつけてもあるみたいなさ ちょっと待って それかなりの危ない橋やんか それはまず見栄だよ ヤクザの見栄みたいな 標備さそんな銃コンなんてつけて回れねえじゃん 即対応されんじゃん ハイヒールでつけて回るみたいな 私よくバイトしてたそう思う 何駆け引きみたいな いやだから やっぱステータスじゃんそういうの多分 知らんけど俺ヤクザじゃねえからさ なんかその先輩の ギャルをヤクザがいたんだけど 一緒に 頼まれてやってたよ 収入はいいんや でもよくないね 一番面白かったバイトが 何も言わずに あのおばあちゃんを一日監視してくれっていう 何も聞かねえでくれみたいな あのおばあちゃんを 一日ちょっと監視しててくれ いくらもらったのそれ 次はでも一万八千円くらいもらった ただ見てるだけ 見てたら別に何してもいいの別に 飯食ってようがさ そのおばあちゃんが 出かけるところに行って 大丈夫かなっていう監視をしてたよ 目の届く範囲に いてくださいみたいな フフフフ 危険な香りは 警備だよ 警備してたのそのおばあちゃん 普通のおばあちゃん 普通じゃなかった 紫色だったじゃん 普通じゃなかったけど 岐阜人だったよ キリスの岐阜人ポケモンだったよ その岐阜人ポケモンをただ見てるだけか それ面白いな 本当に何も詮索せず 分かったの一言で 分かりました 面白かった 昔には戻れねーな 怖いものは何もなかったみたいな ガチってそうじゃん 次回に出たら 失うものがあるじゃん 今更そんなバイト紹介されたことできねーよ まあそうよ 本当に歳をとるって怖いな 安定安定にいっちゃうな なんかあったら 魔人じゃねーのかな すげーな面白い 面白いっつうか そんなのがあるんだな 色々やったな AVのさ 部屋橋とか めっちゃあれいいぞ 金がやばいの 2時間で1万5000円 えー
