,text
44,よしよし。 ラズヌートバル君。 Bマイナーって3Aでこんだけ打ってるってことじゃないでしょ。 これ3Aで3割1分3で打ってるってこと? ナイスボール。 3Aでそれってすごくない? メジャーじゃん。 ガーいいボール。これ絶対打てない。 さすがに俺でも打てん。 今の球以外だったら全部打てるけどあれは俺でも打てない。 あのインドは打てねえな。 まさかと思うけどダルビッシュセファットファリードUきますか。 フォークでしょ。OK。 打てるわけねえだろうがほんとにあんな球。 ざけんじゃねえぞ。 最高だよ。 最高のボール。 完璧でしょ。 M字解説しながら見ようかな。 最高! パーパーパラパーパーパーパーパーパーパーパーパーパーパーパーパー やーのー。やーのー。 やのって消臭された? よっしゃ!詰まらした! これ取れべ!レフト! いやちょっと!今の! 危ないよー? 気を付けなさい 子供がやったことだから許しましょう マジで怪我するから危ない オリンピックでもヤマダのホームランを子供が取っちゃってまた見に来てねって言ってたヤマダクソかっこよくなかった? もっと次は完璧なホームラン打って取れないくらいホームラン打つからまた見に来てねって言ってた 俺それでヤマダ・テッドすげー好きになった で矢野が召集されてパーパーパラパーパパーパーパーパーパーパーパーパーパーパーパーパー たぶんね決勝戦出てくるよ矢野 あいつ巨人戦で3割2部3輪くらい打ってたから 巨人ってやっぱ世界で一番強いじゃん 銀河系軍団だから たぶん矢野出てくると思う いやもうフォークだろうがもう こんなもんは こんなもんフォークやろ ストレートやし じゃあ次フォークです これ5回6回まで行くじゃんこれ 何この弾数の少なさ フォークフォークフォークフォーク 写真撮ってくれよ これなんだよ 世界一のフォークボール 完璧すぎるだろ よっしゃあら ですって 気持ち高いですねスライダーが まあ確かにな まっすぐ見たいね ねますでもボール滑るからって言う けどさ大谷は普段からね 投げてるからね 大谷とダルビッシュセファット ファリード優和 なんか変なスライダー 3球抜けちゃったね 今日ちょっとねスライダー抜けるん だよ ナイスボール それがスライダーでしょ 最高のボール ね今日ってさフォアボール出してるよ 大谷 ストレートで押してってよくない ホームラン撮れても2点差だよ なあちょっとひっかけちっちゃう さあさあさあさあ大丈夫
207,いやそれそんなの いつでも苦労出るから 気持ちを泳がしたって いいですよって言われたんだよ もう調べるまでもないです って言われた 3社とも大丈夫 そう調べるまでもない 1日で大丈夫なんで 本当に決心がついたら 頼んでくださいって言われた うちが調べるまでもないですって 言われた してないけどね これは 逆に夢がホストが通い出したら 自分の金で行く分でいいんじゃないか うちの制限はないよ そういう 俺の金で 渡してるんだから 自分の金じゃん あげてるんだから 自分の金だと思ってない俺 それやっちゃうと いろいろ面倒なことが起きるんだよ てめえ俺の金だよ なしそれは だめ 実際お前にとっての浮気って どこらが浮気なんだ ライオン教えてほしい やっぱコンドームつけずに セックスしたら浮気だよ さすがに 粘膜と粘膜の接触 それマジで良くない 絶対ダメ 俺それマジ許せない ゴムしてたら 電車ですれ違ったこと あんま変わんないから 俺的には キスもダメ 粘膜と粘膜が接触してるから 俺キス嫌いだからちょうどいい それ絶対ダメ 失礼 ラップ越しのキスは 全然浮気じゃない 動画といて ネイマールは彼女に 不倫してもいいけど ゴムつけるなど ディープキスはしないように 言われてるやつだ ほら これ今のは 電車理論じゃなくて ネイマール理論ってことにしよう 他人のせいにしよう 説得力が出てきただろう お前らの見方は誰か知らないけど 俺の見方はネイマールだよ 俺のバックにはネイマールいるからね メッシュはモデルに お金払ってやらせてくれて 頼んでた もうさあいいじゃん別に 何がいけねえの 黙れ 一生懸命サッカーしてんだから 人のセックス笑うな 最低だねみんな じゃあなんで結婚するんだ あれ何だと思う 理由がマジでわからん 子供欲しいからじゃない やっぱり 体裁とかはあんまり関係ないと思うな いや婚外子はね俺もね 本当は婚外子でも別にいいんだけど いいと思ってたんだけどさ やっぱり子供のこと考えるとやっぱさ 俺言われたんだよ 結婚相談上の案件がなんか受けた時に 別にまあその結婚しなくても 子供欲しいんですよね それはじゃあ子供の立場から見て 同じことが言えますかって 案件なのにめちゃくちゃ責められて そうですね確かに結婚しなきゃいけないですね 怒られたのリアルに そうですね普通にめちゃくちゃ怒られた 冷たーく怒られたの そうですね 男子テニスジョコビッチは 嫁がいて他の女性と言い出すときは ご無をすればいい 直接なことをしなければいい なぜ嫁と直接的にするのは特別でしょうと発言する
367,マジで 何したんだろうね聞いてみるから今度かけてこそ 理由が分からん 【コメント】お前ってツイッターでブロックしてるアカウントない? ツイッターのブロックの仕方が分かんない ミュートしてるアカウントいっぱいあるけど で男のツイッターほどのミュートしてる 相互フォローの 男のツイッターから見たらしょうがねえじゃん おっぱい見るためのツールなのにさ男はミュートしてるからほとんどマジで ガチでね 女の子のツイートしか流れてこないだから俺 ブロックってなんか簡単にできるのそんな 逆にミュートしてない男がいるんですか 大石さんとか かの まもこうもミュートしてないね みんなすげえツイートすんだもん ツイートすんなよじゃあ めちゃくちゃツイートするじゃんみんな ほどほどにしてくれよ コウスケなんか大ミュートよ 一番最初にミュートの機能を試す 人柱でコウスケ俺ミュートしたよ 一番最初にミュートしたぞ リストもなんか一回作ったけど見たい俺のリスト リストの見方が結局分かんなくて使ってねえわ 携帯からリストって見れんの 一応俺のツイッターのリストには 好きな女っていう3人のメンバーがいるんだけど ピザラジと 桐島さくらあとみやこさんが入ってる これ内緒なんで絶対読まないでください 俺のなんか秘密のリストなんで 秘密のリストなんで 内緒 加藤さんはインスタできないで ストーリーっていう機能を使って連投してるカスがいる なんだそれ まあイオリ萌えも入れとくわリストに リスト入りするわ じゃあオッパイっていう専用のアカウント作れ確かに 賢いね 俺結構そういうのはこうし混同しちゃってさ 本当にツイッターで絶対見ちゃいけないような ツイートばっか見てんのね 無習性の女の素人もののやつとか あれ間違って誤操作でいいねとかおっしゃったらとんでもねえじゃん それがマジで怖いの あれ本当にビキビキじゃなってるいつも 裏赤女子のやつ見ちゃうのよ でもさ2個ツイッターのアカウント持ってる人ってさ 毎回毎回ログインログアウト繰り返してんの クソ大変じゃない だって俺さあれだぜ 切り替え機能があんの 切り替え機能あんの でもさ何かそれで間違ってさそのさ あのオッパイで一回女しかフォローしてない方で 今日21時からピザらしいとかツイートしちゃったらさ まずくない?そっちだったらまだしもう あの本明けの方でやっちゃったらまずいじゃん 俺できないのそれが だからリスクを犯して俺は オッパイを見てるいつも 怖いんだよね 巨乳専用のスマホ持て
300,止めてないとできる 音速のロン 音速ロン こんなもう端っこ全部落としててもタイヤを伸びながらマジで決めた できれば 全投げ 行かせていただきます 黙ってね いやもうアンパイ抱えるなどしない まあまあ ピンとか引いたね リーチピン振り襲ったら全単ピンに成功 しかも積もるんだこれ 怖い お前想像によってんなお前なビビってんだろう 想像によってビビってんなお前な ほらほらほら めくり合いだなこの 6球相両方危ねえもんな まあまあいいでしょう こんなもんでいいのリーボー回収するのしっかりと 何マジだったんだろう見れるかな チッといってるかな チッといった方が濃くしないかも 俺もう真ん中の灰全部切ってるからね重ならない真ん中の灰は この2ピン死ぬまで捨てません 死にます 大丈夫絶対こんなもんは絶対に変な形だから 具形に決まっとるやん 安心しろ 大丈夫 ただ絶対に振れないから あれ俺Eピン取ってんのか 振らないでしょう よく書くな シャアも安倍かな 自分はそう思わないんだけど まあ安倍か でもシャボーとか怖くない 次中か シャア通ってるわ見てなかった ナイス急速投資 勘しろよ強きすぎるだろ 中筋とか切らないぞ OKOK 変な形だと思うんだけどな 分かんないよなそんなのな 矢の像も切れてるのか 直筋で取ってるロウソにしよう 全員取ってるパーティー 換算ピンと関数ピン よくぞ張ったな でもありがたいこいつがテンパったおかげで こいつに3000点払わなくてよくなった うーん いやこれ今切りたくない理由は ちゃんと一瞬考える だったらウーピン切っちゃおうか 3像も切ろう でも2像重なった時に これいいねちゃんと狙いで 折り気味に戦ってって 天灰は早めに切っちゃう 超透明に順調に見えてる キョーピンがないからターピングにならない これ小さっ やべえこれ ペンちゃんのドラマチとかになるこのままじゃ いいね 無駄にちゃんと狙っちゃったか 防御に徹しすぎ これ小ささ 泣くのあり そしたらいいそう 神茶が思いっくそ 想像絞ってる気がしない ドライパー持ってんのかな できるだけ安パン抱えておきたい 出ねえ これいいそう引いた時のみリーチするわ さすがに引く選択がないから 神茶張ってるよね どう雰囲気的に 張ってないかな 危ねえ 何町だったの 町見ようぜ これ想像じゃないの これ見れるっけ町 どうやって見るんだっけ 違う これじゃねえな この次か 能天でこれだ ペー切ってペー切ってトン切ってEピン切ってQピン カンパーソー 334 カンパーソーか 俺のツイーソー見ようぜ
86,"明日際明日なんかちゃんと最後話して22とかでいいんじゃないかみたいな話なんですよ ん なんかそれ以外にも いっぱいあるんだよなぁ あれが 告知みてーなのが 2324ってリハーサルで2526頓番だね ん スタッフくそ忙しいと思いも 徹夜でやってんじゃねー ん あの日もイベント配信無料てぷんでくくそを感じているとき大事です もうかにさんをぐらい分かちなんじゃねー もうしょうがないん 2翌ぐらいから 15000万ぐらいだ 多分 いずれ帰ってくんだよそういうの ん 赤字のわけないと思い何も知ってると思い何も知らねーんだな 4方かかってチケットで12000万でどうやってによかせマーレスの いいの 韓国のアイドルと一緒先行投資が大事な ん 先行投資が大事な ん 配信有料にしたらペイできたんじゃないかなぁわかんないけど どうなんだろうああいう配信実はチケットいくらで売ってんの オープンレッグって結構やってないそういうの いくらぐらいでやってんの そこ全然も見てない 毎日は無料で5,000円で何に何に見るの 分類3000か4,000ぐらい 5000払うってことは ん 好きなアイドルのコンサートぐらいコンサートそのねー 2,000-3,000円なんだ コンサート1万ぐらいなんだ ん ライジンとかのレベルのクオリティってことでしょ 結構きちいなぁ ジャニーズとかさあ akb とかのライブだったらそんぐらい出してもいいんじゃ ありかな水木などのライブ1万円でって言われたら全然行くん 相場がわかんねーはゲーム実況者の なんかでも もう人前に俺出るつもりねーからさ もう後も引きこもって暮らすからめぐるに まああの超会議でるけど だと3年ぶりだぜ 配信はするけど ん ピザでもあるか そういうお付き合いなさるけど ん 元から少ないもんなぁピザラジぐらいだもんね あんまりそういう人前に出て喋んねーからなぁ いつぶりだろう ん 結構主流じゃないみんな 僕は逆に人前に出たくて仕方なしばかりは一丁どっかで軽くかもしれません やっぱ人それぞれあるんだろうなぁ 浴びたら変わるもんなのかねぇ そういう 俺8000人ぐらい前だったら出たことあるんだけど なだけ 超パーティーじゃなくて 超 超会議のさぁ 向き不向きがあるんだな多分な 嫌いなわけじゃないんだけど 緊張しちゃう 確かにあいつだって埼玉スーパーアリーナで歌う 前日あったけど楽しみでしょこれミスト向き不向きがあるんだよ ん"
93,メロンクーヘンと小麦粉食え 知ってる東京の少年に松井がただでコーチングされるやつ まだ場所は発表されてないねただその日公式放送なんだ ワンチャンなんか早めに終わったら場所わかったらちらっと見に行こうかな 久々に松井見てえよ 俺最後に見たの小学校6年生だからな 何年前26年前25年前 4番センター松井秀樹くんの時しか見てない俺 背番号55 ジャイアンツのスターティングオーダーを発表します 1番セカンド西利久くん 2番ライトレフト清水くん 3番ライト高橋義信くん 4番センター松井秀樹くんの時しか見てないからさ 中学校だったかな俺 いや俺中学校の時は見に行ってねーわ小6だ最後 かなぁ フジナミは見たよ あのちょっとバロ行って終わったから行ってくるわって見に行ったら ずっと真顔で見てた その8点を 一番いいところの1イニング目2イニング目フジナミって立ち上がり悪いから そこだけなんとか現実を逃避して2回パーフェクト うわぁ今日フジナミ勝つぞって俺が見た瞬間に発展取られた 俺の目の前で 最悪 俺が見てない時は死ぬほどいいピッチングしたのに 村上のランニングホームランみたいな あれってホームランエラーじゃないの ホームランのあれになった のまちょっとぐちゃぐちゃってなっちゃったよね だよねエラーだよねあれね2ベースエラー だよね あれさすがにエラーよ コメント読まれて嬉しかったからサブスク続けます お金返さないでくださいありがとうございます ちょうど俺も今月金なかったから助かったお互い頑張ろうね 俺もギリだからさ俺もメロンクーヘン食べて一緒にさ タバコ吸ってこよ すごい目覚めたぞおい顔見れば分かるだろう 朗報加藤今日元気 今日ロレンズもすげー回ってんだろう 俺分かりやすくない 寝て起きた後ってめちゃくちゃ元気なんだよね こんな元気なことあるかーっていうぐらい元気 タバコ吸ってこよ 心なし拡張も早口 タバコ吸ってうんこしてバイバイ おやすみ
315,ちょっと抑えたいよな 家賃って5万ぐらいに抑えたいでしょ 池袋で1DK18万高っけーだろう 池袋1DK18万だって 学生住めねーじゃん ワンルーム10万円ぐらいだよ多分 名古屋は多分半分ぐらいそれの 新しい家の家賃はもう言いたくないぐらい高い でもまぁ100万円はしない 100万円はしないとだけ言っとく 高い もうとにかく高い 都内はもうマジで終わってるぐらい高い 俺ってさ家しか 家が本拠地だからさ 家賃だけはけちっちゃいけないの 特に俺は 家だけは本当に環境整えんとこないと後悔する でも家賃なんとか5、6万に抑えたいよな 23歳の人たちがさ働き始めて まぁ車宅に住まない場合の家賃の相場って どれぐらいで決めんの逆に 7万以上は出したくないでしょ 7じゃない? で6だとあーちょっと7だよね 新卒って6、7ぐらいでしょ 手取り20ぐらい? 1年目ってちょっと高いよね 2年目って減るよね 7東京に住めないよな 北区とかの駅から遠いところだったら ちょっと住めるかもしれないけど 東京住めないんだぜ 住民税取られるのか まぁでもどこに重きを置くかだよな 俺昔から家はちょっと高いとこ住んでたの 俺家大好きだからさ おうち市場主義者だから そうあと女にモテたいっていう気持ちがあって でも別にあのー 俺ちょっと金持って思ったんだけど 別にいい家住んでも女にモテないよ 中身が一番大事だってことをようやく気づいた 家なんか別になんでもいいです ボロアパートでいいです 皆さんそういう幻想抱きがちじゃないですか 俺今20年前の俺に言ってあげたいもん それマジで無駄だぞって お前モテながらそれねって マジで意味ない 中身が一番大事だわ 気づきました 最近物価高いよね でもね思いがちなんだよ いい部屋住んでたら女にモテるんじゃねーかとか タワーマンション住んだら女にモテるんじゃねーかみたいな お前がお金かけた方がいいと思うのは何なんだ 飯 飯だみんな 幸せだ飯に金かけろ 飯だみんな 飯 一番コスパがいい ご飯 シングとかもわかる いい食住だなやっぱり 住は高すぎるから飯だよみんな ご飯 一番無駄だと思うのが洋服 俺はな 洋服はちょっと無駄だね これでいいじゃん これもらったやつなんだけど 可愛くないこれ あの メガネのモニターのところからもらったんだけど だから おすすめは学生のうちは うまい飲食店でバイブして まかない食うのが一番良くない ねえ それが俺一番いいと思う まかない食えとにかく とにかくまかない食え
181,乗り換えてきてんだぜ。 怖いよね。 そう、青葉上がり。 2400、2連勝してきてんだよ。 新馬戦、2歳未勝利2000。 ゆりかもめ賞。 1勝クラスで2400。 テレビ東京杯青葉賞ってさ、 これあんまでもレベル高くなかったんだよね。 賞味。 でも青葉上がりって、 え、農山優先しただけかな? でも、にしてもさ、 三着には絡んできそうじゃない? ルメールに電話してみる? でもそしたらルメール起乗できないよ。 で、じゃ、 俺的にはね、ソウルオリエンススキルビングは固いなと思ってんの。 マジで。 この2投だと思うの、俺。 で、 でも、 三着は、マジで、 この辺ぐらいまであると思う。 ほんとに。 ってなったら、 なったらだよ? 何するかって、 1個しかねえだろう。 福祉王だろうが。 スキルウィングの、 えー、 単勝率、 30万。 またそれじゃん! いつか負けるぞ、それ! スキルウィングの、 単勝率、 30万。 負けるぞ、それ! いつか、 ずっと、 俺ほんとに、 今日10時に起きて、 にちゃんの競馬スーレずっと眺めて、 あいつらやっぱ天才じゃん。 ここ、マジで、 ここを制するものが、 今年の、 ね、 競馬界を制するの。 いや、青葉切れって言うけど、 スキルウィング切るのはマジでない。 マジでない。 二刀軸マルチ。 うーん、 いや、そうするとさ、 枚数買わなきゃいけなくて、 あの、税金の絡みで俺は、 かなり苦しむことになるので、 俺一番人気、 史上主義。 やっぱり、 強い。 すごい、 ね、あの、 見る目がある奴らが、 いやこれソウルオリエンスは決闘的にももう、 ね、 奇襲的にも、 強い! っていう奴らがやっぱ勝ってるってことは、 生まれんワイド。 うーん、 青葉評価するなら、 11も買ったほうがいい。 ってなってくるだろ、 どんどん。 まあでもここはちょっと、 一旦除外? まあでも正直さ、 じゃあ、分かった、はい。 戦闘力のコーナー。 で、 あの、オークスの時も言ったけど、 ダービーってマジで内枠、 来てるから、 もう正直ね。 3連弾、 もう1点買うわ。 これ結構、 俺荒れずに来る気がするんだよね、 今回は。 あの、普通に、 ソウルオリエンス、スキルビング、 あとなんか、みたいな、 全然あると思う。 1点ってかその、 まあこの2等を軸にして、 いやもう1等、 いやー固定したらまたうわーってなりそう! でも、結局3連弾って 広く買わないと当たんないからさ、 ピンポンじゃ当たんない。 いや、単勝100万はマジ今回絶対しない。 もう絶対しない。 リスク高すぎる。 4等BOX? 24通りだっけ?
333,アメリカ行かないと良くない ムラッシュなんかぶっちゃけいいよ マジで Jリーグで出ればいいじゃん いくら合わせる リアルなところ 本当にリアルなところを月120万 マジでリアルなところね うちの内情的に頑張って120 その代わりバロランと3人来るけど 飯来てくれるんだったら でパリサンジェルマンに移籍させるあいつら やってもらうパリサンジェルマンで それがトンボとミリオン うちの出世頭たちをパリサンジェルマンに送る 一応向こうも飯出すんだから うちの飯とクリロンをやっぱり移籍させるから レオはダメ俺のボトックスの人柱 なきゃいけないから ダメ 飯年報900億のオーバーキャッター もうなんかいらねえんじゃねえ いらねえんだろうな CRフェンネル村州パリサンジェルマン あいつすげえ出世頭のね 順調にキャリアを積んでるね トンボCR行ってフェンネル行って 村州行ってパリサンジェルマン 将来的にはいいんじゃない コーチとかなるんだったら サッカーやらせるよ そのねメッシュだったらね 案件とかいっぱい来るだろうし 半分もらったら あいつ多分コマーシャル料金 まあ108兆ぐらいもらってるから これ一発で90ぐらい入ってくるでしょ そうしたら大谷上下拒人入れるから その金全部突っ込んだ拒人に 俺が金払うから大谷取れって言って 年報90億で メッシュマネーで俺がポケットマネーで 大谷あの大谷もむらして入れるか めんどくせえし でもうち二刀流やらせないよ 配信だけやらせるからね スポーツやらせないよ うち二刀流禁止だから 結構小豪だからさ 野球をやめさせるけどね 配信だけ 結構厳しいよ エンゼンスみたいに 良いチームじゃないからさ うちは相当厳しいよ きつく当たる 打者と投手の二刀流諦めなかったのに 野球やめさせて配信の一刀流でかせる 大谷に何のゲーム実況させたい なんだろうな PUBG?PUBGが合ってると思う あいつやっぱ一番リコイルが難しい PUBGってリコイルむずいじゃん 持ち前の筋肉でパワーリコイルしてくれそう 画面えぐられるぐらい それがマックスムライト マックスムライトナチュラル大谷みたいな名前で 抱き合わせ マックスムライトも来てもらうけど 来てくれないかな 赤いシャツ似合うしね コアラコアラ氏も入れろ 俺フィジーク系のさ体鍛える系のさ YouTuberすごい好きで見てるから コアラコアラ氏名前クソよくない? お笑い芸人でしょ いいねマックスムライトコアラコアラ氏 ナチュラル大谷で あのあれとさせようぜ
156,なんとないの 24時間働かせるつもりですよ 俺がマーチに取るわけじゃない 給料その分増えるんだからさ いいじゃん そんななんか俺 ちょっとでも 抜いてやろうみたいな気持ち さらさらないよ 善意で言ってるんですよ 別に無職ですけど一生無職で 俺は痛くも悪くもないんだけど せっかくだからさ 景品としてさ そういうモチベーションで 俺は参加してほしいの わかる? 青森で雪かきとするの いいじゃねえか 一回カロフジ糸とんいじを 沖縄に飛ばして 釣り具屋で働かせようとしたんだけど いやめちゃくちゃ なにその条件 俺が働きてんよそんな条件 23万で住宅補助で一人 くそよくない 超いいじゃん 精神衛生もいいしさ いやあげなくて 16万でいい16万で いいじゃん 超いいじゃん精神衛生もいいしさ いやあげなくて 16万でいい16万で やめて16万 税込み16万で 手取り12万でいい だめだめ 23万あげすぎ でボーナスをちょっとあげるじゃん その7万引いた分だけ ボーナス回して でほんとに すぐやめんだもんだって 俺二人紹介してさ 一週間で二人やめたんだよ ボーナスボーナス 総支給変わらずに そんな 夏と 冬にあげようちゃんと ばっくらが多いんだやっぱ 信用が今地に落ちてるから パチ屋経営してます 5体満足なら 両付きで手取り25万 3人ほど採用できるそこだな めちゃくちゃいるだろ経営者 こんなとこで休日する企業で 冷静食いは別にいいでしょ 出会いよ 出会い 男は繁盛のカードショップ 女はUWコンカフェに送れ すげえ迷惑だろな 俺の頼み聞いてくれるよな 繁盛 俺が出資したからあれだよな できたよな 一応そういう裏ルートもあります パワハラルートも ただ繁盛のカードショップ クッソ忙しいぞ多分 めちゃくちゃ繁盛してるから あの人来なくなっちゃいましたよ 2週間後くらいに行ってんだろうな あいつ来なくなっちゃいましたよ 2度経験してるから 短期間に やめたの俺は考えること すまんよ 体にGPS埋め込んでやらせるわ 首の後ろに猫と同じ場所にさ GPS埋め込んで逃げられないようにするわ 一生取れない よし ちょっと待ってな もうちょっとできるから待ってな 東二郎監督 のとこにも 1人俺の視聴者が入って 1週間で辞めて テレビ局を俺紹介してあげたんだよ テレビ局の 本当に 絶対知ってるような 番組作ってるような あの 制作会社を紹介してあげたのも 4日で辞めた きつくて4日で辞めてた その子は新卒だったけどね あいつ元気にしてんのかよ もう20代後半なんじゃないかな 元気にしてる時だけど
