,text
482,あの俺が右折したとき あそこか あの俺が右折したところか 俺が右折したところ あのスバル行くべって言ったところか なるほど 完全に見失ってた 申し訳ありませんでした ここ一方通行だよってそういうことか 諏訪神社のところかと思ってたよ えあそこからじゃあ俺ずっと一方通行逆走してたってこと 俺東京だったら確実に照明ショートで死んでるだろ 申し訳ありませんでした タバコ一本吸おう 田舎道もうさ わからんよ 俺さあれだわ 人生でさあそこずーっと右折してたからさ もしかしたら一通走り続けてたかもしんない その件も謝るわ 俺今日だけじゃねえわ多分 俺今日だけじゃねえわこれ 100 マジかよ 悪いことしてしまったな 闇の深いばあさんがいるからちょっと無理だわ 昔は一通じゃなかったのかな みんな優しいだろここ一通だよ 申し訳ないことしちゃった 飴玉ババがいる よし 俺の余剤がバンバン出てきたところで出発しますか ちょっと待ってね 俺の顔映しとけばいいんだ こんにちは これなら別に問題ねえだろ 久しぶり セロテープの消費が尋常じゃねえ あいつ何やってんだと思われそう さあ行くか どこ行くんだっけ スバル見ただろ スバル見たでしょ スバル見ただろってか 跡地なんだってスバルは跡地なの跡地 お母さんにLINEしていいか あ着信きた もしもし ねえ今お前鴨川いいんでしょ 帰りさ俺拾ってくからさ一緒に帰ろう なんかさ配信ちゃんと俺配信中ついてるかどうか分からないから お前が管理しながら行って 配信車の運転中コメント見れねえから ええそう 何時がいいの いいよそしたら俺車運転しながらなんか適当にグラグラしてるから 何時がいいの いいよそしたら俺車運転しながらなんか適当にグラグラしてるから 何時がいいの じゃあ6時だよ お前今6時って言ってたじゃん 何でだよ6時ぐらいで言ってる じゃあ6時半だよ それから配信中お前の声出すんじゃねえぞ 空気さしといたから今 ここも
1196, 【早送り中】 【咳払い】 【早送り中】 どうしてもカニが食いたい! 【早送り中】 カニしか食いたくない、俺は 【早送り中】 カニ取り行くぞ カニは食う 【早送り中】 新宿周辺でよ、カニ取れる場所教えてくれ 知ってんだろ、カニマニア カニあるだろ 当たり前だろうが、カニしかやらねえよ、もう カニ 寄生虫とかどうでもいいよ、焼きはなんとかなるよ サワガニ 【早送り中】 今から調べます 東京湾!? ちょっと待ってな 【早送り中】 ダッシュか、メール送った! マジで、ナイスナイスナイス ちょっと待ってな、せっかくだからYouTubeもつけるか 【早送り中】 カニ 食べたい男 よし 【早送り中】 はい 枠取るの早えな 【早送り中】 ちょっと待ってな えっと、メールに情報が 【早送り中】 来ているらしい 【早送り中】 アカウント管理 うんこちゃん12345 完了 【早送り中】 おはようございます、生物のプロと申します 皆さんが考慮していないであろう情報は もしカニを捕まえに行く場所が海である場合です 干潟の場合、干潟は満潮の時間を把握した方がいいです 今日の満潮は10時と22時半頃ですね 10時は間に合いませんし22時半は夜なのでもうきついと思われます 情報によると、昨日は雨が降っていたんですよね となると川は増水しておりますので危険です あくまでも基本的な そんななんかネガティブな情報はいらねえんだ 死んでもいいんだ、カニ食えりゃ 東京のおすすめのカニスポット 【早送り中】 どこ? あった 渡りカニとモクズカニです 基本的な渡りカニは海、モクズカニは川 川でいいよな 最悪ザリガニでもいいよ モクズカニは玉川でも捕れますが 実は玉川は遊泳規制が非常に厳しく 正直あの川で捕るのはやめたほうがいいです さらべたところモクズカニ自体は金量対象外でしたが 縄や釣竿を持っている時点で あー怪しまれちゃうんだ 他の渡りカニは海なら正直どこにでもいます 品川駅から歩いてすぐのウンガで 20センチ大間を見たことがあります ただしウンガの生物はヘドロ臭くて とても食べられたものじゃないでしょう マジで でもそれって俺の 最悪カニ買えばよくない カニ買えば カニ買えばよくねえか どっかねえのカニ カニカニカニカニ 自分で調べよう カニ 川 東京 ほら カニスポットあるぞ ん? カニ川 取れる いや千葉行けばあるんだけどさ 千葉行ったら帰ってこれねえんだよ 東京湾でシャンハイガニが取れると聞きました 本当でしょうか あったあった サワガニは日本特有の もうカニ取りたい カニとにかく
210, 俺チームムラしてるんすよ、そうしよ そうしよ ああいうのってさ なんか 照れないのかな、みんな なんか俺さ恥ずかしん、照れちゃうんだよね えー、今日から 水溜りボンドとして 活動していくことになりました 加藤純一先生の活動 な、なん、別になんだもん、なんか恥ずかしくない? そのー、チームみたいなの それって 別に自分たちから名乗ってないけど 視聴者に呼ばれてる分にはいいんだよ 視聴者から 呼ばれてる分には 別にいいんだけど 自分から チーム作るのってなんかさ ちょっと恥ずかしいんだよな 恥ずかしいんだよな ボルゾイ企画 でもあれはさ、もともと仲良しグループだったじゃん もともと 気にならなくなるんだ うーん なるほどね ボルゾイクラブみたいに作ろうかな ボルゾイクラブ JFKみたいにさ だってさ、JFKってさ 俺たちが呼んでたからいいけどさ えー、皆さん 今日から 僕たち3人のことを JFKって呼んでくださいって 本人たちさ クソ痛ぇだろ 藤河ジェフ・ウィリアムス・久保田が 3人でさ 今日から 俺たちの頭文字3つ取って JFKという名前で 阪神の この屋台分 屋台骨を支えていこうと思います とか言ったら恥ずかしいだろ 僕たち3人のことを スコット・テツサロウと呼んでください とか言ったら 実況者ワクワクバンド バンドとかだったら分かるんだよ バンドって名前つけなきゃいけねぇじゃん バンドって で、名前じゃん それ人格 方人格みたいな感じで ワクワクバンドって名前だせぇけどな 名前だせぇけど つけなきゃいけねぇじゃん 名前だせぇけど 別につけなきゃいけねぇじゃん そりゃしょうがねぇ ナポリの男たち とかだったらまだいいわ あれ別にチーム名じゃないでしょ 気取ってるよりはいいなぁ 気取ってるよりは なんか 日本人の名前いないの? 日本人の 名前 日本人の人たち あ、バクマツシシとかな バクマツシシが日本人だな 日本人つっても なんか あ、最終兵器俺だ サイオレね なるほどね あ、なんちゃらの 俺たちの 我々が 世界の中心の で愛を叫ぶみたいなチームいるよな 何も知らないふりして 関東連合って名前つけようかなじゃあ 何も知らないふりして え?何かいけない名前ですか? って つけようかな 世界の中心で愛を叫ぶとは何事だ みたいなやつらいるよな 名前合わせ知ったよ 全世界の中心部は 我々に この世界の中心は 我々にあり みたいなチーム あ、○○の主役は ○○だな ○○の主役は 我々だな そうそうそう そうそうそうそう ○○の主役は 我々だ 最近なんかニコニコ動画 あげてねえんじゃねえのか
177,いくぞいくぞ どんどんどんどん改良してさ こうなったらいいなって ちょっと待ってな 家族からのLINEが へえ なるほど なるほどな いやー既得じゃない なんか転院するっていう今LINEが来たわ 都内の病院の方が楽でいいわ 気分的には 残念ながら死んでません 比較的元気です 携帯いじれるぐらいは モンハンワールドの新PV見たから見ろ ちょっとそれ見よっか モンハンワールドの新PV見してくんない? 見たい見たい ちょっとそれは見ておこう
1045,浄土真習のためからもメール来たわ ハハハハハハハッ こんなに思ってくれてんだぞ! お前らみたいな犯罪者! 聞けよ今から全部読むから! その教えを学ぶことになります作法や生命を学ぶこと そしてその背景である浄土及び浄土神宗の歴史を学ぶことです もちろん集木仏教全般の知識もなくてはなりません 修行ということですから僧侶を目指しておられるのとしたら中央仏教学院という本願寺派の僧侶 要請期間がありますからそこに入学させされるか もしくは通信教育を受けられるかという方法が一般的です そこで学んで実践はどこかのお寺に法務院として入ることになります 浄土神浄土神宗は悪人世紀 悪人はすべて救われるという考えがあります成長した姿になって帰ってきてください わかった俺が払うわ半分 いやこれは俺にも責任がある俺が半分払う一番最初のやつ 俺が半分払う 入れ寺に もう仕方ねーだろ 悪人世紀 悪人でも必ず救いはある だって 成長した姿になってしっかり帰ってきてくださいだって 僕逮捕されてないですよね知らねーよ 知らねー なんだそのあっけらか案は ドット疲れたわ なんか最後軽いやついこう軽いやついって今までのはまあそんな奴いないよねって うまいこと 彼女を死なせてしまいましたとかも絶対無視するからな 兄ちゃんとかでやっててくれ 知らん俺の手に負えないわ 友達の家にアキスで終わろう 女子の衣類を盗み転売しモンスターハッターサードを買いました可愛いはそんぐらい ちょっと待って先ほどプールで女子に手満したためですが私も今年22歳の世代です ちょっとご失礼かけよう おいちょっと待て今の22歳の世代に本当に俺が物申していくわ ちょっとお寺行きだなこいつら本気で ん 今の22歳はゆとり最後の世代へ これラストねー ちょっと今までで一番疲れたわ 俺別にこれを推奨してるわけじゃねーから本当にみんな気をつけろよっていう いいこと一つもねーぞ 観主の資格を持っていますすげーちゃんと観主の すげー優しいなみんなこんな奴ら面倒見る気あんのかよ絶対坊さんなりたくねー こんな奴らの駆け込み寺まさに駆け込み寺か ん 飲酒運転のためです私も22歳です 22歳どうした 火炎瓶に放火したものですが私も22歳ですおいなぁにこれ 火炎瓶で放火したやつ俺スルーしてたのにこいつも22歳だって なんで 何があったのこの世代 でねー 階段の事件が許せません
816,モンハンとかだったら別に モンハンもまぁ ギリギリなしだな いやモンハンはありだな 格ゲーとかさ そういうやつ以外は あんまやらぬようにしてんだよ ルールがあるわけ そういう 線引きがあるんだよ 勝手な あ恋愛ゲームいいね 恋愛ゲーム なんか面白い恋愛ゲーム ないの? 俺に響くような 恋愛ゲーム いやキミキスはだって もう アマガミと一緒じゃん あれ全く一緒でしょ 正直 キミキス キミキスと アマガミと 全く一緒 キミキスと アマガミって 全く一緒だよね 全く一緒だと やる気しねえんだよな だって同じ会社が 作った前作でしょあれ 同じ会社が作った アマガミの劣化なんだ なんかアマガミの新作 でねえかな それだったらやる気起きるんだけどな アマガミの新作 なんとかして出してくんねえかな あれだったらやる気出るわ なにセイレーンって 調べていいかセイレーン おいもう 桐島穂高から めっちゃツイート来てんだけど モコウさんが大好きなんで よかったら紹介していただくこと できないですか紹介しよ いいですよって 紹介しよ ちょっと待ってなみんな モコウのLINEを DMで送ってくるわ 優しいだろ俺 あれどこ行っちゃったっけな なんだこいつ 絶対ヤバい奴だな DMで来てるし ガチじゃねえかよ いいですでもいいですよ って返しておこう よし やった友達できた 嬉しい桐島穂高と 俺友達になった 特権だなこれ 特権 でLINEあれ Twitterブロックしとこう なんか気持ち悪いから こいつをブロックと ブロック初ブロック 人生初ブロック ホーダーが桐島さんをブロックと よし初ブロック これで変なゴミみたいな奴に 絡まれることはないと あいつなんだそのタイムリーに アホみたいにTwitterに 貼り付いてんのかな 変な奴に付きまとわれました 被害者ぶっとくわ フッ 当時実際にフォローされましたって ツイートしてたのに 迅速ブロック 勘違いしてた俺は 桐島穂高という人間を もっとなんか熱い 深みのある人間かと思ってたわ ただいいですよって約束はしたから 向こうとは友達に なんだ俺は架け橋になるわ あいつとの よろしく アハハハハ ホントに君が ホントに君が悪かった今 携帯パッて見たら 桐島穂高からDM4つ来てたわ 恐ろしいぜ 人とは恐ろしいぜ 向こう 向こうを紹介してください だったら向こうになんか メール送ればいいのに 中川翔子のストーカーなんだ へー 見る目あるな 見る目ある 間接告白みたいな 感じだよね多分ね いやゼルダやりてんだけど 実況でやりてんだよな 俺 なんか生放送向きじゃねえんだよ ちがう俺
313,白ごぼう加藤真一に対しては歌です えっと歌は元祖ね 水食人なんで タイトルは ドカッサンという歌です じゃあ行きますよ はい わーわーレナーディー ゲームがあるものか カッサンミットは受けなくかつ 青春の高田賢士 ズバーンと壊した あいつだぜ 目はくり上がってて力なし イケブトゥを本社へ今日も行く カッサンカッサンこびまくり 山梨差し なるほど あいっこ文句言っていいっすか いいよ なんか悪口がちょっと足らないっすよね もっと言ってほしいっすよね正直 もっと言ってほしい じゃないこれだって正直点数低かったでしょ んーこれ じゃあ今度 あのーカッサン怪物歌コンテストやるから はははは 俺だけのやつ いやだるね 加藤十一が嫌がるようなもん 別に悪口書いてくれって言ってるわけじゃなくて どうせ言うんだったらもっとひでえこと書いてくれ もっとひどいこと これ別にその点数高くなかったでしょ正直 そんなにね でもね いやーまだ なんかそんな悪口入ってない そこまでねそこまで入ってないから もうちょっとだから過激なやつで どうせやるならねせっかくネタ見していただくなら 俺のやつとかほんとひどかった マミコみたいにおろせとか書いてあるからさ 俺それクラス期待してたから今びっくりしちゃったやん いやいや 一番ひどかったの教えてください 一番ひどかったのは いやでもな 入賞作品ミドレスか え? それは触れられない 別に俺は いやそれ触れると 多分アスカタンだから 分かんないでしょこれ アスカタンって誰だっけ アスカタンってあのちょっと顔出しちゃって あの あーあのマスクしてる子か 違うマスクじゃない あの アスカタンっていうのは なんて説明したらいいんだろうな なんかお母さんと呼ばれてる人で はい でなんかちょっと 一瞬顔が出ちゃうのバーって でそれ全削除しちゃって はい でこれこれ ババアのアスカタン ハービバノノ ババアのアスカタン ハービバノノ そうそう ババアがバンバンバンうまいっすね そうババアがバンバンバンって書かれて あうまい こういう作品が出てきて これが優勝したの へー 写真見せると俺が配信外で怒られるから なるほどね そうそう いや結構来てますね いや結構ね いい作品 来てたんだよね なんかでも一時期 牧野さんとかの顔使ったら バンされた あれ写真コンテストだからやんなくなっちゃった そうだから俺 衝動検診外が怖いからもうやめたの へー こういうやつを いろいろ大変っすね そう だから衝動検診外で 橋本とかはもう二度と絡まないけど なんかあったみたいっすね
1082,自分でも驚くくらい 1分かからず止まるでしょ 死血のメカニズムって 3パターンくらいあって 詳しくわからないけど それによって 適応される薬って違うんだけど 血液をサラサラにすると要は血が止まんない 未来英語は血が流れすぎちゃう 末端のさ 末端つっても末端のナイーブなアーダーコーダー 末端がブーンって 俺悲しかったな 全然違う話していい? あのさ 末端っていうのが マミコってやつがいるんだよ 俺の好きなニコ生主だったやつが マミコがさ フワッチ始めたまではいいんだよ フワッチっていう投げ線システムがある 動画投稿サイトじゃなくて 生放送サイトに現れたんだよ 末端が そんでアクエリオンを歌ったの アクエリオン 俺からしたら末端のアクエリオンなんて 神なのね 末端のアクエリオンって神なの ワンチュワンチュ ブーン ワンチュワンチュブーン って言ってたの でその時の歌詞が ニコボ愛して 舞してブーンみたいなこと言ってたの ニコボを舞してブーン とか言ってたの完全に生け沼だから ワセラ出てるのに みどりさんと結婚しようとする女なんて 完全に生け沼じゃん サバーなのね はっきり言って 舞してブーンは そんであ 久々にアクエリオン歌うんだ絶対見ようと思って 言ったらフワボーって言ってたの ニコボーって言ってくれなかったの フワボー舞してブーン って俺それ聞いた瞬間にさ すげー悲しくなっちゃって え悲しくない あんなにさニコボー舞してブーン って言ってたのに えもうすげー悲しくて 俺それ以降見れなくなっちゃって ものすごく悲しかったの もうニコボーって言っても最後に 最後の最後のワンフレーズで ニコボーを舞して ブーンって言ったのね 最後の最後の それでギリギリまで俺は自殺せずに するんだけどあれもしマッタンがフワボーのまま 突き通したら俺自殺してたよ 安心しろもフワッチも いたした お前情緒不安定じゃねーかよ またニティブルーじゃねーかよ 俺が紹介してやるぞ マッタン もうやめて 関連動画に削除以来出してる おいまた ニティブルーじゃねーかよ マッタン やべーぞお前 またニティブルーだぞ マッタンって結局なんだったんだ ガイデンだよな マッタンニティブルー パン屋で働くってさ だったら最初からパン屋で働きゃよくね なんで3日間フワッチして 返してくれよ 俺の青春よ 俺ニコ生でさ緑さんとマッタンがさ 一緒にやってるみたい 俺ほんと好きだったんだよ マジで応援してるのねあの二人 横浜緑とマッタン 俺ほんとに応援してたの 二人でいろいろさ 視聴者とかに叩かれてさ
684,いや別に松田も足速いんだよな 秋山去年取る何個くらいしてんの?20個くらいしてる? お前小林に回せなんてアレだぜ 初めて聞、初めて見たぞ 秋山パンチ力もあるもんね しかも東京ドームだぜ なんか頭良さそうだもんな 8番秋山いいねえ 9番小林が当たってて1番山当たって これ、点取るぞ よっしゃ! これは落ちた、これは落ちた絶対落ちる よっしゃよっしゃよっしゃ はい、ゴミ、ゴミ ゴミパイメンだからセカンドからいけるよ ゴミパイメンだから よっしゃ ゴミパイメンだから よっしゃ そして小林 おい!第7試合! やめろ!小林! くっそ まあ内木、これでお前違う お前はこれで内木が出てくるんだよ そんで内木は打てなかったんだけど 精神的ショックかお前 なんで内木はこういうところ 強制押せられなきゃいけないんだ 運命なのか 内川運命が つらすぎる内川 だってこんなのさ、打てねえ確率とかだけ だぞ、小回しだったらまだ値段になるだろ これ内川やば 前回さ あの うわぁ マジかよ内川 ちょっとほんとにもう勘弁してあげて これ負けたら内川1000発返されるぞまた 大丈夫 そういう壁を越えてきたじゃないか いつもあなたは 自らの手で 取り戻してきてまたこの地に戻ってきたじゃないか 実力で いいねえ いつもより眉毛の角度と顎の角度が ちょうど 平行四辺形を描いているときの内川を打つから これもう統計出てんのね俺の中で みんな似合う方が知らないと思うんだけど 内川の眉毛の角度と顎の角度が 平行四辺形を描くとき 真の内川 勝ったなこの試合 ゲッツだって俺マジ 本当にワク切るぞ ちょっとウッチ振って ちょっともうさもう内川 もうほんとに立とう 立とう 今までのさ悪い流れを立とう よしよしよし ネオ内川 わー日本代表のユニフォームかっこいいな これ すげえかっけえ ははははははは すげえかっけえ内川 打って いけー 内川斜め打ってくれ また内川戦犯だよ インタビューで泣いてる内川見たくねーよ 全然そのときもあんな 感動的なシーンなのに顎が邪魔して 喋んじゃう内川 そんな内川も見たくない俺は 角倉と内川の ちょっと内川マジ打って 打ってくれ 頼む あぶねえ やべえ内川打って ちょっとマジで打ってここ なんで小林に代打だしたんだよ 小林だったら月2でも なんかまあ今日小林頑張ってるから どこまでも背負わせる男や 国防は まあそれだけでも内川 信頼されてる 内川いるっていいね そりゃ祈るわ 打ってお願い 三振はない 絶対 これがいい 内川 よしよしよし セカンドまでいけ あーいけねえか
884,でもさこれ別にこれ買っとけばさ 日本語化できるでしょ チードツールこれ何入ってんだ ちょっと見ていいか あービップマリオのね あの無限HPのやつ わーちょっと見せたい 何これ 世界不思議発見みたいな流れだけど なんでこの世界不思議発見は 面白そうだろ これすげえ面白そうだろ これ明日チョロっとやろっかな チョロっとやるわ まぁこんな感じ インストールも終わってんだ実は 本当にやりてんだ マジで もう準備万端なの 万端つっても専門学校じゃねえからな エビスに会った だからだからちょっとさその 俺まだ操作説明1回もやってない 初プレイは絶対みんなに どっかで見せたいの まだ本当にワンプレイもしてないので ゼロプレイなの ゼロプレイ それはじゃあ生放送で30分くらい やろっかな よろしく ジェイソンがチェーンソー使うって 言ったる なんだそれ意味わからん ちょっと待って DCのダウンロード終わってんのか まぁその辺も明日なんか 調整しよっかな ちょっと暇なし 今日は俺の放送はこんくらいで切り上げて ちょっと みどりさんのとこ行ってなんか ふざけて帰ってくるわ 18時くらいにしよっかな いやー早いな 18時をめどに おつかれさまでした
