,text
367, 【早送り中】 米火が起動しね、お どうもー 30分に詰めようぜ俺たちの気持ちを! パルクールの行き通りをよ! ここに詰めようぜ ね、俺さ、またちょっとテレビの 関係の話で申し訳ないんだけどさ 俺野球版録画してるんだけど 松井秀樹がバラエティに出ることに対して すごい悲しみを覚えるタイプの人間だけど 見、見ても悲しまない? どうよ 俺松井とかが土下座してんのほんと見てらんないんだけど もしさ、野球版で もし土下座してたら 悲しむの!? じゃあやめるわ じゃあ消す じゃあ消します いや、いくらね じゃあもう違うんだよ もうみんなの松井氷と俺の松井氷は違って 引退したのにホームラン撃ってすげーなとか そういうレベルじゃないんだよ 俺はもう前世紀の松井 の映像が鮮明に残ってるから 結果どうあれ 悲しんでる あ、ポサが出てんだ ジーター出てる? 松井ジーターポサだ? だとしたら見るよ 誰? 広沢www おい! なんだ広沢って! 広沢ってあの 広沢、かつみの広沢? え、松井と言ったらジーターでしょ! あ、予算の関係 広沢www ま、まあ 似てなくもねえな えー、ジーター いや、ま、広沢ホームラン撮ったことねえな ダテオだけだよ お前俺広沢マニアだぞかなり 広沢ダテオ2回撮っただけだよ お前2回撮っただけって言ってもすげえんだけどな ホームランとか撮ってねえよ広沢は そこがいいところなんだよ 松井は1億5千万のキザ運ばしてニューヨークへ出てた まあでも いやそれは松井が やれ、あのやってくれよって言ったわけじゃなくて スペシャルな回にしたかったから 向こうでやったってことでしょ? 松井の凄さってなんだよ やっぱ怪我せずにさ お前2656本ヒット打ってんだぜ松井比力って 20年現役やって2600本だよ 年間130本をコンスタント打ち続けてるんだよ とんでもないからねそれって いや 怪我したって言っても あんなの怪我のうちに入んないんだって 怪我のうちに あんなの当たり前 イチローが怪物すぎて ちょ、みんな麻痺してるけど 松井なんて怪我少ない方だからね 2600本打ってんだぜ 2600本 とんでもねえよ ほらもう500本打ってんだからな 506本 まあそうやって考えると山田も 山田哲人も早いことメジャー行くべきだな もうあの人はもう ついに同じフィールドに上がる日本人だった もう もうあの人はもう ついに同じフィールドに上がる日本人が出てきたなって思ったね イチマツとさ ちゃんと比べなきゃいけない人間っていなかったじゃん なんか例えばさパッと出てきてさ
388,岡本真介の代わりに やっぱりしてほしかったな 来いよ俺の右ストレートでぶっ放してやるからよ ちょっと遊んでやるぜじゅんちゃんよ プッ ボコ ドコーン つえー次はどいつが相手だ 持ち上がれ あいつまだ生きてるぞ カート俺に父をつけたのは貴様が初めてだ パワーがどんどん上がっていくで 俺は嬉しいぞ 俺の本気を出すに値する相手に出会えたら感謝するぜカート え超うまいね どうもありがとな くるんそこはありがとうじゃない ないよね これ水粉の絵なんだ あこれ面白いじゃん やっぱ自分のことに関することじゃなかったら面白いんだよ もう俺がいると恥ずかしいんだよ 俺がいると 打退させて自爆しながらマザー2の実況するなんて なんて恐ろしい奴なんだ とうとう始まるぜ 分かるだろ だから 俺この漫画をディスるつもりはないんだけど 俺は好きになれないの なんでかって言うと恥ずかしいの 以上 もう真実だよ 恥ずかしいんだよ 単純に なんでこれ緑さん見てんだよ お前出てきてねえじゃねえかよ お前デシャバンのやつか てめえなんでニコ生 お前あんだお前デシャバってくんじゃねえよ実況者の話に 馬鹿が首突っ込んでくんじゃねえ クソ緑が 宣言撤回します緑さんすみませんでした 全面的に謝罪します緑さんと緑さんのファンの方に 申し訳ありませんでした あぶねえセーフな 10秒以内に謝ったらもう 罪にすらならないってことにしよう ちゃんと謝ったら 罪は残りながらも 与罪は残りながらも許される 10秒以内に謝ったら その罪すら 罪すらあれな 10秒ルール よろしくお願いします あいつデシャバりだな もうやめようぜ 緑さん放送してるから 向こうの空気を崩したくないんだよ 崩したくないの そういうとこあるんだ 俺意外と優しいところが これからが面白いのにごめんな 裏で見とくね 裏で見とくよ 仕方ねえじゃん なんで自分の窓好きなのに 恥ずかしいんだ多分さ あのねえ かっこよく描かれてるのって恥ずかしいんだよ バカにされてたり マットって基本的に バカにされるっていうか面白おかしくしてくれてるでしょ でもかっこいい よく描かれてるのって恥ずかしいんだよ 恥ずかしいんだよなんか ネタだったらいいんだけど だっ かっこよく描かれてなかったけどな かっこよく描かれてないけど 自意識過剰なのに 美化されると恥ずかしいのか 自分の中で自己完結しちゃいたいんだよね 周りから褒められるの苦手だからさ 周りから褒められるの苦手なんだよ だからさ 照れてさ大きい声とか出し始めるでしょ
1190,ぺ≫お風呂で配信したらダメダメ ン≫お風呂はダメなんだ ぺ≫お風呂はダメだけどおしっこの音はせーから ン≫なんで ぺ≫ここでやると音広い ぺ≫全然トイレ行ってくる ン≫それ報告してないからじゃなくて ぺ≫いや行ってくる ン≫リスナーが運営に ぺ≫それは確かに ぺ≫うんこちゃんがポチポチって ン≫なんで ぺ≫やめてくれよ ぺ≫ちょこちょこ追加されて ぺ≫たまにやりやすい ぺ≫携帯からパッと出てくるし ぺ≫ニコ生ってアプリくそじゃん ン≫ゲロのとこにコメ書いて ン≫頑張ってね ぺ≫ツイキャスコメントすると ぺ≫本赤で ン≫ツイキャス? ぺ≫おかしいでしょ ン≫ツイキャス? ぺ≫ツイキャスでしょ ン≫ツイキャスって田舎者なんだよ ぺ≫ツイキャスツイキャス ン≫ツイキャスって誰も言わないよ ぺ≫コイラーから出てくる ぺ≫それは一緒すんじゃねえよ ン≫コイラー ぺ≫そんなアタラの一緒すんじゃねえよ ぺ≫コイラー ン≫ニコ生って言わないよ ぺ≫ニコ生 ぺ≫ツイキャスニコ生 ぺ≫ツイキャスなんだ ぺ≫そうなんだ俺間違ってたんだ ぺ≫ツイキャスなんだ ン≫ツイキャスでやってて ぺ≫友達の歌い手さんがやってて ぺ≫なんかその ぺ≫気持ちよくさせてあげたいなと思って ぺ≫全国ツアー頑張ってねって女の子にしてくれたら ぺ≫バッチリ俺の名前が ぺ≫ツイッターでバンと出てて ぺ≫すっげえ恥ずかしかった ン≫あれだって絶対出ちゃうでしょ ぺ≫出てる出てる ぺ≫それかもうツイキャス用のアカウント作るか ぺ≫フェイスブックとかで誤魔化しちゃう ぺ≫あれも確かツイッター作って何時間か経過しないと ぺ≫書き込めないんですよ ン≫そういうことができない ぺ≫作ったばっかばってきたてのやつはダメで ぺ≫そういう仕組みになって ン≫じゃあツイキャスめちゃくちゃ厳しいんだよね ぺ≫厳しいっすね ン≫普通バン ぺ≫バンっていうかもうトップに乗らないように ぺ≫消されちゃう ぺ≫放送が動いてても人様には見せないように ぺ≫見知られたり ン≫だからそのリア充とかが ン≫流行ってるのかな ぺ≫未成年が中心で見てる ぺ≫しかも女が7割いる ぺ≫男3割か4割しかいないって言われてて ぺ≫ツイキャスだと統計で ン≫授業中見てるらしいよ ぺ≫バカなんじゃねえの ぺ≫だから3年くらい前だと女子高とかから ぺ≫ツイキャスやってて ぺ≫俺はそれが楽しみで見てたのに全部通されちゃったから ぺ≫だからやっぱそういう ぺ≫学校内で放送禁止みたいな ぺ≫ツイキャスが広まって
736, バックストリートボーイズ なんか、あのー なんだっけ アカペラでやる番組 ヒカキンが出てたやつなんだっけ ヒカキンが出ててさ アカペラで歌う番組 ゴスペラーズが出てたやつ ハモネプ!ハモネプ! てか、ヒカキンがハモネプ出てたってウケるな なんでハモネプからユーチューバーになったの、あの人 ニコ生とかもやってたでしょ、昔は ニコ生とかも あ、上手かったんだ へー ボイスパーカッションやってたんだよね なんか、YouTube 貼ってくれたから見てみよう これこれこれ バックストリートボーイズの この歌すげー聞いてたわ 聞いてた聞いてた あのー、アルバムで買って俺聞いてたわ 全然今聞いてもなんか 良くない 全然良くない 全然 心に響かない 今聞いてもな カンナのスタイルの方がよっぽど良いやん、俺の中じゃん あ、そう原田少年氏の歌だよね よ、知ってる 俺スマホに音楽入れてねーよ ダウンロードとかなんかしたことねーもん 全部お姉ちゃんが買ってきたCDとかさ 俺人生で一度もCD買ったことねーんだ ほんとに だからその諸情を何に捧げるかっていうのを今 検討中なんだよね 俺のCD そう山本ジョージの俺がいるじゃないか 買ったんだけどそれ間接的に頼まれて お父さんが山本ジョージ大好きで 俺がいるじゃないかーっていう歌があるんだけど それのなんかCDをさ買ってきてくれって言って 立山の神山っていうさ駅前にあるCDショップで わざわざチャリンコで吹っ飛ばしていって買った記憶があるわ 人生でマジ一度も俺買ったことないよ CDを 一度も ただの一度もな 違法ダウンロードCDとかもう違法ダウンロードしたこともない なんていうの YouTubeだから初めてちゃんと音楽聞いたのは 俺が音楽に触れたのはニコニコ動画のヒャダインだもん ほんとに それまでもう全然全く興味なかったのね バンドとかやってるやつバカだよなーみたいな 音楽なんかあんま好きじゃん なんで楽しくて音楽聴いてるんだよ デンデンデンデルーン テルルルッ ゴルベーザー使天皇っていう マヤマダヨウイチとかケイジとかわかんねえけど 京都大学でヒャダインってやつ兼ねるんだ そいつのなんかゴルベーザー使天皇の動画を 俺は聴いた記憶がありますね それで俺はニコニコ動画を にハマった ニコ、ニコ動、ニコ動にハマったんだよ こんなやつが こんなやつが存在するのか!つって 多分その翌年 違う えー、20 ゴルベーザー四天王を聞いたのが4月で 俺が初めてニコニコ動画に動画を上げたのが7月とかだったから
357,ネットで調べまくるんだろうな これどうやって治るんだろうみたいな 残念ですみなさん 治りませんあなたたちのブスな顔は 一生付き合っていきましょう 一生懸命な調べてるところ申し訳ないですけどね あなたたちは治りませんよ お付き合いしていきましょうね あこれとか すげー綺麗な顔の形してるね やっぱ顎ちょっとキュッてしゃくれてた方が 横顔綺麗なんだね すっげー綺麗な顔してない 横顔 これが理想の形でしょ あアデノイド選手権 アデノイド選手権 おめーら横顔 俺アデノイドですかっていう 横顔だったらわかんないでしょ
1020, あっあっ ただぁぁぁぁん ただぁん ただぁぁぁん あれ俺ツイートしてる? 自分で確認しよう セルフ 確認 してんのかどうかわかんねえや これツイートしてんの俺? これ消して なんで雑談わざわざツイートしなきゃいいんだよ 意味があるのかこれに 意味が しただろ オッケー しました よろしくお願いします 舞い降りた 舞い降りました 今まさに 加藤純一が今ニコニコの大地に舞い降りた 意味がないことなんてないんだよ いいこと言うじゃねえかよたまには 貴様らも うぬらも うぬらもなかなか コメント更新しよう よろしゅう 今日マジ寒くねえ 同じ話題で 2時間 繋いでからやります さっき俺何 何時間喋った?1時間ぐらい? 1時間ぐらい喋った? 再放送すでに していこうと思います もしかしたらその そのくだり聞いてないやつもいるかもしんねえからな 北国の 北国で雪降ってるからなマジで 社会人10年目にアドバイスくれよ なんかもう耐えられないわ お前俺より社会人経験があるのに 逆に俺にアドバイスくれよ しょうもないアドバイスをなんか 聞こう 聞こうぜ そういう枠にしようぜ 視聴者と戯れる枠にしよう どこ行った? こいつ 俺が 悩みを聞いて 悩みを聞いているふりして なんか俺に アドバイスくれ 23の年から俺社会人で今8年目なんだけど 厳しいよな社会って 救おうかな今日久々に なんかみんなが貯めてんの色々 職場の上司に うん タイピング遅えなお前 タイピング遅えな ドロップキックされた はいありがとうございました 死にましたそんで ドロップキックされて 打ち所が悪くて死んだ 良かった楽になったな この生のなんか 殺し合いの螺旋から今 救われた また一人 また一人救われるとは 開始3分で一人救うとはな なかなかだぜ 10年悩んで 俺に相談してきて なかなかねえぞ 輪廻から解き放たれた 解き放たれた 9より俺は救うからな 牧師9より カカオトークで救おう カカオトーク クソほど役に立てねえから 消しちまったよ なんか時折 カカオトークの運営から こんな機能ありますぜみたいな 文章来るんだけど まあ魅力的でなくてさ 邪魔でしかなくて消しました ごめん カカオトークのなんか 運営が効いてたら すっげえ申し訳ねえけど ごめんなさい またいずれ どこかで会うかもしんねえからな カカオトークとは 今お前がユーザーチャンネル 無料目指す動画見てたわ なんかでもさ あれってどうなの? あのユーザー放送のさ くくりがなくなるみたいなの あれどうなの? どうなの?あれ 俺あれやりたいんだけどさ 毎回毎回さ 枠取れねえんだけど
1067,なんでみんなそんなに空気読めんの それクボンさんも言ってたけどさ いやそれ言っちゃうと 好感度下がるからやめなしだって 俺止めてたのに いやーちょっとトロさんも以外の人気出す存在 肉たくみに ってうんこじゃる口から言ってくださいって いやー俺それは言えないっすよ って言ったのに 俺ですら止めたのに まぁでもなかなかさ それはなんていうの あのー おい予想人気で トロさんも入ってないぞ おい助けてくれ 頼む 一票入れてやってくれ 頼む トロさんも一票入れてやってくれ 人気出させてやってくれ 本当によくしてくれたんだよ俺に よくしてくれたんだよ 俺がこういうステマするって初めて ステマじゃねえよ もろもろ倍巡だよ 初めてだろ なんか応援したかったんだよすげえ そこまでやるやついねえだろだって 直球だよ 入れてくれトロさんもんに まぁそうそうね ネタ見れるからさ ネタ見えるから しかもさ何があれ なんかね テレビとさ あれって連動してるかどうか分かんねえけどさ あれ世上派で投票できたら うちらの票だって 絶対ビビってるもんだよな それでも力になってあげたいと思えるような でも先輩なんだって もう今日だけは 本当にもう 捕ましてください 今日だけはこのなんか 応援したいと もう全部で70万回来る? マジで? 熊田さんやばい 熊田さんやばいよ 70万回ってなに くそー俺がもっと人気者だったら ちくしょー 70万票か トロさんの面白い マジで 面白くなかったら俺言えねえもん まぁあの分かんない 個人的にすげえ好きなんだよ 俺がジャスティン・ビーバーだったら 勝たしてあげたのに ちょっと頼む よろしく トロさんも昔から面白い クボと隠すんだっけ まぁでもさ いいじゃん面白いけど なんでみんなその投票してんだ なにいきなりさ これなんの枠 トロサーモンのクボとさんを応援する枠 なんかもうそれ もうあれして あの 理由とかもう今もう 聞かないでくれ ただただ好きなんだよほんとに トロサーモンのクボとじゃないこと言ったら 村田さんだよ いいじゃねえか あ、ツイッターのトレンドになってんだ ちょ、ツイッターのトレンドってどうやって見んの 全長しよう 誰に何秒入ってるかって あれなの しかもだってもうさ 本人が嫌われてもいいっていう覚悟で そこまで やるってやっぱ俺は すげえことになると思って 普通なんかね 世間体の気にすんじゃん もーちくしょう 80万秒とかいれんだ 1万5千秒くらいにしとけよ 絶対各陣営で不正のやり合いだろうが 80万秒っておかしいだろ お前クボとさ 俺を信じて
428,なんじゃいこれは ドラゴンマネー 冒険戦闘ドラゴン退治 個性豊かなキャラクターから プレイヤーキャラ選択でマップに出撃 サイコロを振って進み 50人を超えるお友達キャラを仲間にしてイベントをクリアし ライバルキャラを邪魔してキャラを育成しよう ようやく対敵ドラゴンに打ち勝っても 優勝の決め手はソウシさん 一応な 人数も文句ねーな あ間違えた 購入できた時に進んでしまった ピンボール ちょい待ちちょい待ち ピンボール えーっと これボードゲームだよね ファミリー軍人将棋 ファミリーと軍人が ねえ水と油なのにどういう どういうことだこれ ファミリー軍人 存在するのかそういう 相反する二人なのにね あえて混ぜてみたみたいな シュミレーター お!ザ・ヘリコプター んじゃねえのか えー バチンコとかかバチンコ好きじゃねえんだよな あんまりな 競馬やりたいわむしろ パズル んー 違うよな パンバータ ブロック崩し ときめもつ 対戦パズル玉 俺の知らねえゲームこんなに世の中に存在するのか バカどもが知恵絞って ジャンボ あクイズいいね クイズわかりやすいね なんかさあ ウルトラクイズ やりたいわ アメリカに行きたいかー みたいな こん中で一番面白いクイズゲーム何なの 一番面白いクイズゲーム こん中で ニューヨークに行きたいかー っていう スクスク犬服 あときめもやっちゃったもんね じゃあだめだ リズム&アクション パカパカうんじゃまらみー うんじゃまらみーって人気だったよね その他 なんでその他なんだこんな色々コンテンツがあって 充実してるのに ポケット自慢 あなるほどこういうなんか 付属のソフトのなんかあれなんだ ここ掘れプッカとか 絶対面白えだろこんなの 俺の料理 買ってるし もう一人の僕が こんなもんかな はい じゃあカートの中覗いてみようぜ あーちょっと確か RPGもう一回覗いてみるか RPGクソしかなかった クソしかないんだよ なんもねえんだよ やりてえゲームが FF4とかも微妙だしなー んー 5 弁慶外伝ってこれ やべえだろ これやばいやつでしょ 民作とか普通に面白いけどね レジェンドオブマナー んー 違うでしょ ファイナルファンタジー ノーマルか タクティクスとか面白いんだけどね これなにセブン セブンはちょっと無理だ クライシスコアだったらやりたいけど クライシスコアないのかな あれ俺なんかやったことねえし 見たいわ クライシスコアいいよね PSPだよね 俺PSP持ってるからさ でキャプチャーできるから 買ったんだよ キャプチャーソフト あーソフト買ってこないといけないんだ
1204,旅行ってテンション上がんない? 鉄板焼き まあお好み焼きもあったり お肉もあったり 串カツも食べた US上って USJ行きたいね タバコ吸ってる 明日大阪行くわ どこ行くの? なんか俺明日 配信しよっかなー ツイキャストやろっかなー なんか配信できるとこないの 大阪 ゴロリいねーよ 暇なんだよね結局 えでもさ なんかやるとこねーじゃん USJって配信できないの 絶対できないでしょ 大阪なんてどこでも 配信すればええで 違い封建なの 違い封建なんだ 外配信で飯食おう あー 感慨深い 外配信で飯食おう あー 考えとくわ マイシャンの家でも 掃除するのやだよ あの人今どこに住んでんの 聞いときゃよかった え! 俺新規劇のとこで 写真撮ったやつ ツイッターに上げてないっけ 池の目高の人形と 写真撮ったの 上げてない? マジかよ 上げ忘れちゃった 上げ忘れちゃいました なんか追決 なんか通信規制入ってたのか できなくてそう なんかでもさっきから なんか電波の調子いいな 今ならいけるだろうと思って やったら案の定いけた 動画撮っといて なんか機材ないよ 機材ない え、でも明日帰っても やることないしさ なんかWi-Fiあるけど なんか設定の仕方 わかんないわ ナンバーグラウンドかけて なんか ナンバーグラウンドかけて ちょっと外 外観だけ 見に行ってきました 外観だけね ナンバー行ってポケかかって帰る なんでポケモンカード 大阪まで使わなきゃいけないんだ なんか 行くとこないかなっていう 向かいのドンキあるよな そうなんだ 知らない そんなとこまでちゃんと見てなかったわ 朝までいいや もう3時でしょ なんか寝れなくてさ 大阪の問題だから それなんか正直に答えるべきか 正直に答えないほうがいいか みんなが決めて 正直に言うべきか 正直に答えるんだったら大胆 正直に答えないんだったら大胆 嘘つけないから俺 おいじん俺の家泊まりに来い 俺の母ちゃんも喜ぶぞ うーん 正直だから俺は 一応でも マナー的なことを考えて 抱いてないって言っとくけど キャストは初見 あんまやんねえかな 強いキャスト 大阪に女 ストックしてるとか どんな人間だと 一応アイドルだから 一応な お前どこ行っても女抱いてない エボーあるときも抱いてない なんでエボーで女抱かなきゃいけないんだよ 抱いてねえよ お前海外で女とかあんま興味ねえよ 俺 カメラ近いでしょ 話したいんだけど ダメなのなんかね コメント見れなくなっちゃう えメグミルクって今大阪にいるの 今結婚してるでしょ マイさんご飯食べよったよ なんか適当に なんかまあまあ
676,火曜日いつも出てくるわけや 唯一俺の水着屋でおっぱい見せてくれる人だったからさ 気が狂ったのに 今でも腰が 俺夢のマリアでオナンにして1時間かけてオナンにして腰抜けたことあるのね 気失いかけたことあるの マジで 本当に それくらい伝説的な女優だったんだよ 今でも多分現役でいるけど 好きだったわ アイドルだったわ俺の中で 本気で 最近なんでさ もうAV女優さんさ みんな可愛いんだもん 特別感ないじゃん みんな可愛いんだもん やっぱダメなんだよ 可愛すぎるとさ みんな可愛いじゃん イベントとかも出てくる女の子とかって やっぱブスいっぱい出して 特別な人一人 欲しいよね 特別な人 だから ブス恋しくなって素人ナンパモノの 体だけいいブスとかで抜くんだよね 結局ね 希少価値って大事じゃん みんな可愛いから本当に 可愛い 飽きちゃうんだよやっぱ可愛すぎて アオキリンとか 最高じゃん 素人ナンパモノとかになっちゃうわけよね 結局 いやでもね俺成形だけであそこまでならないと思うんだよな やっぱ経済がさ 今傾いてるじゃん でキャバ嬢とかさ あのー 儲かんないわけよ 結局男以外金持ってないとキャバクラに金落とすやついないし どんどんどんどんハーブのこと求められて 可愛い子でもやっぱ 脱がなきゃいけなくなってきて っていうのかなってすごい俺思っちゃってるんだよね 今 まあ化粧のレベルも格段に上がったっていうのもあるだろうな 化粧のレベルも 偽乳ばっかだぞ別に 俺が気づかなければいいわ 気づかなければ 全然いいと思います 篠崎愛なんかより可愛いのゴロゴロ ちなみにグラビアアイドルで一番好きなの 篠崎愛だぞ 新宿でゲリラライブやったとき見たときに 引くほど可愛かったから 隣の席の女の子みんな好きになるように 見た芸能人みんな好きになるから 同じ理由で夢の中に あの人 なんだっけあの女優さん 名前忘れちゃったや 隣に出てくる女優みんな好きになる もしかしたらチャンスあるんじゃねえかと思って わかるでしょ 高畑篤子じゃねえや なんで高畑篤子今頃好きにならなきゃいけねえんだよ ちゃうやろそれは バカたるどもが あーきしょきょえいかんないん この雑談をした後だったら優勝してただろうな 鼻くそ氷山への思いも 乗せてただろうし 悔やまれるわ 映画監督の 加藤純一を披露してからだったら もっと気持ち乗ってただろうな 氷山 素直にオーバーって 呼んでやれただろうな 素直に ストーリーが出来やがってたね しくじったわ 見た芸能人好きになるのって 高畑優太と一緒だよなそうなの
