,text
160,【音声なし】 いかがお過ごしでしょうか。 そもそも、シンプルな日本人側で 金髪、茶髪は死ぬほど似合わないから 動画描いてもらわないと。 俺も髪染めてる時あったけど 黒髪が一番いいわ。 チャットマジで見づらいよなぁ。 わかってんだけどさぁ。 俺の力及ばぬところだ。 80点のやつがヒゲ生やしてもあんまりテイスト変わんないけど 80点のやつがオシャレなヒゲ生やしたら とりあえず50点まだほらね。 勘違いしてんの?ヒゲなんかない方がいいの? ヒゲ好きなやつに ですら、え? あいつ、あいつじゃなくない? なければない方がいいんだぞ。 なければな。 ない方がいい。 チャットのやつメロ食った? 今のうちに。 俺今度ニコ生で やるぞって言ってた。 あ、ほら。 待ってもう この時点でちょっといい。 みんな分かる? 髪の毛黒く、お前今すぐ染めろ。 俺黒髪にしただけでちょっといいもん。 で短くして これだけでこんな変わるんだぜ。 さっきより全然いいよな。 で香水をやめて いや、お前がね 偽絵図マリオみたいな やべえこれ晒して! ちょっと待ってこいつ 待って ちょっと待って これすごい奴見つけた。 神はかつて 20、30年前に ね 一人の男を産んだのね。 でその一人の男の悪い部分と いい部分で 別れたのね。 で悪い方がスーパーで お買い物する前に刺身を食べちゃったの。 それのいい方来た。 めちゃくちゃいい方の 偽絵図マリオ来た。 いやこれ何言ってるか分かんねえだろ。 これ分かるから。本当だってなるから。 やば。 お前が 気になる。 このままでこいつが夢に出てくる。 ちょっと待ってね。 みんなって本当に 生きてるんだね。 25歳某クラブの黒服いいね。 お前みたいにさわやか。 黒髪短髪が一番いいよ。 おめえいいいい。 俺は好みだよ。 これとかもさ こいつかっこいいじゃん。 これ取るだけでかっこいいじゃん。 多分この人は つけてないだろうけど 例えばさ 街でこういうのつけてる人がいるとするじゃん。 なければもっとかっこいいでしょ。 別に普通にかっこいいよね。 ちょっと補正とかかけてるだろうけど。 加工してるだろうけど。 でも なければないほどいいんだ。 なければないほどいい。 そう思わない? これ何で取ってんだよ。 これ何で取ったのこれ。 お前なんか 何で取ったのこれ。 すごいオーラが はなってるけど。 かっこいいとかかっこよくないっていう概念の外にいる存在だ。 お前神だ。 お前ゴッドだ。 お前がこの世界を作った。 お前の世界を作った。 高一ブスです。
292,全然な 橘隆が暗黒放送のコメントで 税金で遊ぶな カピバラって言われてたの見たしな 最近見てないわ 一時期 偶然の橘隆ブームが みんなより遅れてやってきて 前ずっと見てたんだけど 最近見てないな ブームって去っちゃうんだよね もう去っちゃった 去っちゃったわ ダンコムの美容液使ってるの分かんない 俺何使ってるんだろう 同じやつじゃないかな 化粧水は多分すげー安いやつだぜ シュッシュッシュッシュッ ってやつ おい加藤ダソクが ユリースの指示全然理解できなくて 負けまくって文句言われてるから助けて なんか あれもうさ プロゲーマーじゃないんだからさ かわいそうだよな すげーかわいそうじゃね なんかそういうつまんねーやつがさ コンテンツをつまんなくしてくよね 楽しくやればいいのにね 絶対本人は気にしてないじゃん いや基本的なことだけどさ いや環境違うじゃん だってダソクさんとかさ むちゃくちゃ気使いたぜ すげーまじで 絶対しかマイケルも気にしてないでしょ 何の大会 何の大会なの なんかやってたな昨日な なんか CRカップ えちげーよ なんか昨日変な大会行ってなかった え 昨日変な大会行ってなかった セレクトカップ CRカップ しかも本番じゃない 本番じゃないってこと なんかね まあでも 熱くなってるってことなんだろうな 絶対本人は気にしないから 本人は気にせず普通に楽しんでればいいんじゃない かわいそうに ちなみにもう一人の女は動けそう いやだけど 44のジジイで かわいそうすぎない なんか視聴者がさ 繊細なやつ多すぎだよね 本人絶対気にしてねーよ 全部バンしちゃえばいいんじゃない そういう視聴者 そしたらみんな楽しくできるよな なんかさ つまんない少数のやつの声って でかくなるのねめちゃくちゃ でそのつまんないやつに合わせると みんな楽しんでるのにつまんなくなるじゃん だからそのつまんないやつらを排除しちゃったほうがいいんじゃない 俺は別に あの一応いてもいいよ っていう派だからいいけど 全部排除しちゃえばよくない 俺昔から言ってんの コメントバンしちゃえばいいじゃんって そのほうがいいよね そっちに合わせる必要絶対ないと思うわ しかもダソクさんなんてさ あれ入れてるでしょ なんだっけあの モデレーター バンしちゃえばいいじゃん それが俺正解だと思うわ ちなみに 年だから英語聞き取れないってコメントしたら ダソクにAキーチャット A級追放されたざまぁ お前結局お前は ここの水でしか生きられない 魚なんだよ いやなんかさ 切な的にバーって盛り上がって
9,最前線で 最近はそういうのなくなってきちゃったけど 一般的な感覚でしょ 人が死んだらまあ悲しいよ だって俺さ力也がさ 全然緑さんの友達だから 会ったこともないし もちろん存在は知っててたまにちょこちょこ見てたけど がんになったっていう放送俺泣いたもん マジかよ力也が死ぬの あの放送泣けなかった? 多少そういうのあるんじゃない 本当に冗談っぽく言ってるけど 本当に力也が万が一の時があるまでに 俺はエヴァ公開してあげてほしいと思う 言ってたんだもん やっぱエヴァ見たいよねーって言ってたよ やり残したことないのかみたいなコメント拾って やっぱエヴァ見たいよねーって言ってたから なんとか庵野さんの まあでもコロナだからしょうがないけど 最速でやってあげてほしいなと思う それでエヴァ見てコロナになって力也死んでも本望でしょ エヴァ見て最後に何したいって言われて エヴァ見てって言ってたんだもん 叶うじゃんそれだったら って思いますね あれは ハイパーマホちゃん自殺ミス妹掲示で万歳 ねえマホちゃんあのさ この言葉をマホちゃんに届けといて 子供いるんだよね マホちゃんね おっぱいとかも晒してるんだから怖いもんないんだから死ぬのやめな 普通に働いて幸せになりなよマホちゃん 自殺 なんかしなくても 自殺ミス妹みたいなことしなくても あなたのことを気にかけてくれる人いっぱいいると思いますよ 攻めの姿勢は忘れないって言ってた おーなるほどギリギリ ギリギリを攻めるみたいな どういう自殺しようとしてんのオーバードーズ 攻めの姿勢忘れてないんだ マホちゃん 守りも忘れるなよって 言っといて 攻めも確かに大事だけど 守ることも野球もそうだけど いくら点取っても手渡られたら負けちゃうから 1点しか取れなくても0点に押されたら勝てるから なって 命大事に お前が大会出てた裏で いろんな放送荒れてたので全て 関東人質の責任されてる現実じゃないかもしれない 万が一うちの視聴者もめちゃめちゃ荒らしてただろうけど それ以外の勢力もいっぱいだと思うので つに束ねて俺の責任になってるんだったら 俺の仕事は1個できてるでしょ 話早いじゃん もしかしたらよかったって ホッとしてる奴らもいるだろ そういう 責任を取らなきゃいけない時もあるんだよ そんなのばっかだよ なんていうの 一緒にやってても 大石さんくらいだな 一緒にやってて 何にも進行とか考えずに好き勝手喋ってていい人 ってことは大石さんもめちゃめちゃフラストレーション 溜まってるんだと思う
521,俺最後どうやってダイ上がったか覚えてないんだよね。 正直。 どうやって上がってた? あの日、記憶も、意識も朦朧としてで。 でも、比較的コンスタントに持ってなかった? 明るいし。 助かったよ、すごい。 あー!あれか! 一人、 視聴者入れたんだ。 正直ケイチさんが来た時に沼ってたけど、 時間がギリギリの中、メンバー変えると考えてなかった。 いや、全く考えてなかった。 マジで。 なんか、 あの人俺PUBGでさ、 やってる時からさ、 ちょこちょこ見てたんだけど、 マジで、 信じられないくらいいいやつ な感じしない? あの人の人間性ってヤバくない? 多分、 成人というか、 ヤバいよね、あの人って。 マジでいいやつなのね。 幸せになるべき人間なのね。 なかなかいないじゃん。 幸せになるべき人間っているんだけど、 あの人って幸せになるべき人間なのね。 優しすぎる。 優しすぎるが故に配信者として、 なんていうの、 結構難しいじゃん。 優しい奴って配信成功しないから。 いや、でも、 なんかその、 一緒にやってる人の発言とか、 一緒にやってる人に対する発言とか、 周りにいる人の、 彼に対する対応とか見てると、 多分いいやつなんだなって本当に思うの。 でもゲームで金稼いでるクズだよね。 マジで。 俺いいやつだなって思ってたから、 来てくれて、 なお、 違う、なんかさ、 シャカとさ、 スタイリッシュヌーヴと3人でさ、 APEXやっててさ、 なんか自分一人だけ上がれなかったみたいな、 なかった? その経緯知ってたから、 あったじゃん。 で、なんか、 一緒に上がりたいなと思っちゃった。 リアルに。 だから、 最後4時間ぐらいで、 もちろん気づくわけじゃん。 ショウマル抜けて、 ケイジさんが来て、 ポイント上がらなくなって、 視聴者も、 いらずき始めるじゃん。 いや、本当にいったよ。 いったよ。 いらずき始めるじゃん。 いや、本当にいってほしいと思ってるだろうから、 あそこまで来たらいけーよってなるだろうから、 見てる人たちもね。 で、そのヘイトは絶対ケイジさんに向くわけじゃん。 で、俺はケイジさんの配信も、 つけて見てたから、 わー、悪いことしてるなと思ってたけど、 でもそれを、 跳ねのけるには、 一緒にマスターに上がる以外の道がなかったから、 俺はその時点で、 いや、これはマジで2人でマスター上がらなきゃいけないと思ったので、 自分の配信のこともあるし、 だから関係性のあるユフナを、 変えちゃったろ。 ユフナにはマジで申し訳ないことしたなと思ったんだけど、
93,甲子園球場はホームラン出ないよ 出ん出ん出ん出ん 将来的には分かんないけど 1年目ってやっぱ 体力もねえしな 一軍の試合に一試合出るだけですげえんだぜ 一軍の試合に 一試合出るだけで 超有望なんだよ ルーキーが 何十本も打つっていうのは 企画外の いや大卒も普通じゃん 大卒も普通じゃん 何十本も打つっていうのは 企画外の いや大卒も普通じゃねえよ 大卒なんか25くらいだろ出てくるの 大体 大体3年くらいかかるよな ピッチャーは別だけどね バッターでさ 大卒1年目からバリバリやったやつ 誰? 吉野部以降いる? 小園はマジ化け物 なんかちょっとでも最近なんか いろいろあるみたいだけど オリックスの吉野はゴミだわ神 ゴミと書いて神 あれはもう化け物 オリックスの吉野は 化け物じゃん 俺ね オリックスロッテ戦見に行ったんだよ 吉野見に行ったの 身長 俺より全然低かった ただ厚みが あれなんて表現してる 体の厚みが おかしかった 俺 広沢さんを生で見たことあるんだけど 広沢さんってねこういう感じだったの もう俺がこれな 山 超でかかったの 片歯も 正面から見てな ただ吉野はね 横から見て 厚みがもうさ とんでもなかった 球場の半分吉野だった ほんとに 三塁側の結構いい席で見てて レフト吉野守ってて わーって走っていくときに 吉野の厚みが 見えなかったもう吉野のせいで 厚すぎて あんなに体が厚い人間見たことない ほんとに 化け物だぜ あれ 吉田だ 確かに 吉野よりすげーわあいつ 日山の近藤は すごいじゃん 大谷いわく天才と言わしめる 渋くていいよな ホームランちょっと 二類だ量産型で 高質類率で打率高いみたいなやつは 好きよ 岡本の足はもう 岡本をね 俺見に行ったんだよ 岡本見に行ったのね もうね あのダクソのさ ダクソの魔法使いみたいな足してたよ 魔法使いのババア杖振ってる マジでパンパン ほんとにパンパン 俺の中での究極の人類は 岡本の下半身 吉田正高の上半身 誰だろうな マークマグアイアの腕 浅尾君の顔 それがゴッドオブキメラ クッソヤバかった ほんとにヤバかったよ 3年くらい前に 岡本見に行った時に比べて もう全然違う 太ったとかじゃない もう筋肉が詰まっちゃってる 丸太丸太 ドラム缶 筋肉つきすぎてその上に脂肪も乗ってるから もう体のメリハリなくなっちゃってる とんでもなかった こういう人がプロなんだなって 思ったね 力士とはまた違う 凄かったよ 化け物 大谷翔平ってさ アスリートって感じじゃん 俺生で見たことないんだよ 大谷翔平 身長196cm体重100kgくらいでしょ 筋肉が
405,お前、命好きすぎないか。命好き。 我々はね、生きてるだけで幸せなの。 本当に。 まず、俺はそれをみんなに毎日伝えていこうと思う。 これはもう俺の使命だな。 生きてるだけで本当に幸せなんだよ。ある程度。 日本に生まれてよかったなって思うよね。 みんなが輝いて見えるよ。 もう読まない。 そろそろオナニーの話に戻って。 疲れちゃった。オナニーをみんなに熱弁してたら。 今日ねじき想像以上に早く巻けたからパワークソ余ってたし。 3時まで喋っちゃった。最近こういう不毛な幕多いな。 最近こういう不毛な幕多いな。 まあいいんだ別に。 俺のYouTubeなんか不毛でいいんだ。 有毛である必要なんてないんだ。 不毛であれ。お前らも。 こんなかっこいいサムネイルで。 もう一回だけ挑戦させてください。 いいや。てめえらのくだくなんかいらねえわ。関係ねえ。別に俺勝手にやらないんだ。 俺中指立てたらサムネにするわ。こうやって。 いやねじきやるけど何かっていうタイトルで。 反省してまーす。 玉木玉で許さんぞ。 36時間放送の内容。 いや俺ニコ生で考えたい。 今月ニコ生一回もやってない? いやホラーゲーやりたいタイトルあと2個あるんだよね。 動画もあと2本は絶対上がるわ。 いやなんだかんだで。 あと2週間か。 まあでもドリーチャーと2回あるからね。 どっちかで36時間。 いや正直もうBWもやりたいし、マイクラもどんどん煮詰めていきたいし。 料理配信もするって決めたから。ちょっと今日できなかったけど。 やる気が大きかった。 でVRゲーム部。 そんなかな? いやいやいやいや。 そんなかな? エペマスイートかもしれないけどごめん。 36時間配信してたら 多分どっかしら何かしらと被ってると思うわ。 じゃあ俺の36時間配信に逆に組み込まれてくんない? 24時間テレビの中にドラマが2時間あるみたいな感じで。 被るもんだって36時間あったら。 俺の枠の中でやんない? 頼むよ。 いやいやいや。 いや今マジでポケモンのレートクソやりたくなったけど一瞬。 やだ。 ねじきに負けてそっちに逃げてきたと思われたくないから今日やんない。 あと個人的にやって負けまくってんの見られたくない。 負けまくってんの見られたくない。個人的にやって。 配信外でもこいつ負けてんのかよ。 見つまらん。マジで。 ボコボコに。 うるせぇ。ゆだもん。 結局だいごさんは学校で何を学んできたんや。 勉強して大学行って何を学んできたんや。
51, ん あれ俺ダクソってさぁ ちょっとまってね、俺画期保存しといて 俺何でやってたっけ3? あれダークソウル3って俺買ってねーのか 買ってないっけ あれ俺 自分の配信でやってなかったっけダクソ3 まさか買うところから始めなきゃダメ 俺死んだら即終了ダークソウルやりてんだよ 死んだら即終了全ボス撃破ダークソウル もうじゃあ すげーNio2あれじゃんコンプリートエディション出てんじゃん 俺買ってないんだ 買うわ、まず買うところからな あれ ダークソウル3 あーよかった これ何買えばいいんだろう一番高いやつ買えばいいかな ゴンクッパ これゴンクッパのこれ買えばいい? これ? ダウンロードコンテンツ一応入ってないやつ買うか なんかでもダウンロードコンテンツ入ってない方が高いんだけど 一番高いのこれじゃない? まあ別に別々に買えばいいか え?ダークソウル3JPが7000円 7000円 何が違うの?ダークソウル3 The Fire Phase Edition 何が違うのこれ?上でいいのこれ? 上のやつでいいんだ いくら入ってんだ俺 まあ携帯で買えるようなの確かに これは何? あ!え? これは何?知らねえや なんだこれは何って いや、支払いの方法 携帯払い 携帯携帯 あれ?携帯払いないの? あれ?なかったっけ? え、俺何が え、これ何? ああ、ダークソウルやりたい 俺ダークソウル3持ってなかったっけ? やってなかったっけ?PS4でやってなかった? ダークソウル1だけだったから持ってないんだ俺 じゃあまあ買うか えー銀行振り込み 銀行振り込みでいいわ でも翌日になっちゃうんじゃないの?これ ねえ 翌日になっちゃうんじゃないの? お支払い方法を確認します いやウェブマネー持ってねえんだ今買いに行かなきゃいけねえ いやコンビニで払うか いやてかウェブマネーで払おう ああーウェブマネー買いに行くのめんどくさーい ちょっと待ってねえかな めちゃくちゃ見切り発射しちゃった どうしようもなく衝動的にやりたくなってしまった 10万円分くらいほんと買っとこう今度 絶対にようやっとせえだな いやカードはねえだめだ 作ったら俺が破産する え携帯払いできなかったっけ あ違うなんかさ これでさ ウォレットに追加でさ ちょっと待ってなこれできるよできる絶対できる 1万5千分追加で そんでさ お支払い方法を 確認しよう お支払い方法を 絶対 あないか え俺さちょっと待ってね PS4か PS4買ったら PS4か PS4時間かかんな PayPalと銀行の連携を行えば
564,スパイギアクロノ端子を32万 これはボートレースだけだよな マイ競馬からいけないのみんな 送金みたいなのないの? めちゃくちゃ使いづれえ こんな若者が できねえぞ もっと分かりやすく 分かりやすくこんな大金かけれるようになっちゃダメだ 誰かマイ競馬 即パッドっていうのが俺 どれか分かんねえよ APPストアで即パッドって検索したら マイ競馬出てくるんだけど一番上に JRAバン競馬情報 ネット競馬 SPAT4プレミアムポイント ラクラクiPad競馬 あ、ウェブでってことね ブラウザなんだ 俺でもあれ持ってないぜみんな クレジットカード持ってないよ いける? いけるー キャッシュカードがお手物に届いてる ちょっと待ってなみんな え、もう間に合わない嘘? 姓は加藤名は順一 どうも姓は加藤 名は順一でございます 青年合併1985 08 08いんなんて覚えて 男性 店番号いくつだろうな 下行けば分かるんだけど 寝息立てちゃってんじゃん 見られたらシャレになんねーからな 店番号分かんねーよな スパイシーは32番 後でみんなの情報も スパイシーは32番 後でみんなの情報も ちょっと待ってね 店番号を今 入手する まぁどうか ソシナがF4でやっちゃった 下馬票出そっか どれだこれか えーと じゃあスパイギア なに クロノジェネシス 統計学でいこう 32番 ソシナは F4や あと誰 釈迦金は 釈迦でも釈迦でも 確かになる まぁあいつF4リア行くだろうな ねぇ キャッシュカードの写真送って って言ったらさ えっ 私お金入ってないけど なんで てめーのキャッシュカード 俺が 頭悪すぎだろ 察するだろ普通 釈迦クロノジェネシス マジで おいだ みんななに 競馬家なんだ 競馬分かってないね なんでパンサラッサ買わない 馬鹿しかいないです えっとこれ えっと 馬鹿 貸す なんでパンサラッサ買わない 競馬分かってるやつ 誰もいないんだ パンサラッサ 単賞10万かけるわまず おいそれだけで パンサラッサ 単賞10万で まずそれだけで 1000万狙うだろ 俺買うからね マジで いやマジでいく 当てたらほんとに 土下座してもらいます あとうんこがマジで漏れそう 東京三菱UFJ銀行で申し込み開始 いや 待てネタだと思ってんの ちょっと俺心外なんだけど マジで スパイギアにDM送れば パンサラッサどうかなって あいつに情報聞くわ ギガさんパンサラッサどう? 使えるもん全部使うわ いやワイドなんて思んない思んない 当たった時に いやワイドなんて思んない思んない 当たった時に 異性番号 あそっかこんなんだったね
19,"ヒカキンと俺とはじめしゃちょーの対応 でヒカキンに取材してもらおう どう 自分の能力使いたくない 今俺モロの気分なの この最後の人神は俺えぼしにとっときたいのね やなの おっこと主に使いたくない俺 クソ上手くねえか今の俺 それすらもったいない こんなニコ生のゴミみたいな雑談で 使いたくなかった今のは 三羽さん俺の 俺の三羽力 ねえドラクエ週1回大丈夫になったの ねえドラクエ週1回大丈夫になったね 大丈夫になったっていうかなんかその 明確に あれしてたね ねえゲーム会社もついに そういう風に でもありがたくね そうやって言ってくれた方がいいの そうやって言ってくれた方がやりやすいじゃん 勝手にやってたものをさ 最近ミルダムの勢いすごい 誰がやってるミルダム お前法人化したけど許可どうすんの えってか実況者で法人化してない奴いないぜ ちなみに 1億も2億も稼いでるとさ 節税目的で法人化してない奴いないぜ そういうことを言ってるわけじゃないと思うよ そこで言うところの 企業が利益目的でっていうのは 企業絶対法人化してるよ してないわけない そういうことじゃないと思うよ そう個人事業でし だからさ 二次三次みたいなのとは違うじゃん俺って 違うな まだ出てないだろ 出てない出てない まぁ契約金次第かな いいよ別に シズリンと二人で頑張るよ 一から俺も頑張る バーチャルおじさんで 頑張ろうかな バーチャルおじいちゃんで 海の近くで雑談してる?うん今 浜辺のロッジで雑談してる 班長は 犯罪上等って名前でVTuberしてる いい名前だね あいつそんなに そんなナイフを懐に忍ばせてるんだ 時折見せる猟奇的な目が物語ってるけど やばいな そんな尖ってるんだなやつは 千葉の海クソ汚いけどあれなんでな あれねそのままうんことしょんべんをね 海に流してるからだよ 何か悪いか それをお前らがゴボゴボ飲めよ 下水そのまま海に流してるからだよ だからクセイし汚ねぇんだよ ガチで 住めば都よ いざ泳いじまえば な?薄めてるだけ 加藤隆一さんのモノマネでVTuber始めてもいいですか?いいよ 俺の顔も使ってもいいよ 口だけ動いてれば めちゃめちゃおもろい実況してくれ そしたら お前がめちゃくちゃおもろかったら 俺の外側をお前に明け渡して 俺南の島でゆっくり暮らすわ で1ヶ月に1回ぐらい帰ってきて よっしゃ今日俺がやるわ シーン打ち登場みたいな感じで 南の島で なんかいい女2,3人連れてって そこで王国築くわ めちゃくちゃいい女2,3人見つくろって 鷹飛びする カナちゃんが"
309,うわあ うめえなにそれ やば やべえ これ 無理あれ盗め あれ盗めよ あれすぐゼット あれ盗めんわ 強いんだね こいつまじでうめえ なんでこんな強いの敵 やばくない さっきとはレベル違うよ めっちゃくちゃうまくない いやこれチーターじゃねえ ベリル使ってる 普通にうまいやつだと思う 俺もチーターだと思いたいけど PUBGってバケモノが まじで 多いのね こいつだバケモノ こいつまじでバケモノ SB99125ベリル これまじでやべえ 1キロまで来てないんじゃない俺 でも俺は 挑みに行くよ なかなか楽しましてくれるじゃないか いいよ 君たち もっと僕を楽しましてくれ やばい 強すぎ まじで なにそれ 立ち撃ちできねえ 味方と2マンセルで動こう うわ出たSB99 こいつまじでうめえ こいつまじでうめえよ 俺たち大回りすぎ じゃねえかこれ 常に2人少ない状態で戦ってそうじゃない 情けねえ うわあ うめえ まじでうめえ やべえはええ キルタイムがまじで1秒かかってない 0.3秒ぐらいだよ うわあ だめだ強すぎる やばい ちょっとまって 敵がうますぎて立ち撃ちできん 撃ち合いじゃねえもん 足撃ってるつもり ねえんだけどさ 強すぎだ ねえ敵にペッション入れてくるね やっと1キルした こいつは俺が倒さなきゃ うわあまじかよ なんで なんで負ける 当たってんじゃん俺の弾も 弾か やっべえ 俺たち 俺今からこんな人と戦いに行くの やべえな いや今こいつ弱かった ちくしょう こいつは アントワンゴ アントワンゴ狙え もうだめだ お前うますぎる こいつやばいって やば トニース トニーなんとかとさ これ俺ハンドガンでも多分勝てない 俺が M4持って やば 見て 1キル13です やば 分からされたわ いや多分本番こんな感じになると思う もう一回いこう ラスト やば ちょっと 常にさ 自分の 有利な あのさ 退治した瞬間にしゃがむのめっちゃ強くない あれできなくない 当たり前なのかな すごいわ 俺がなんかぬくぬく育ってるうちに ここまで そんな動きはなかったもん しかもちゃんとさ しゃがんでる間にADS合わしてるからね すげえ さり際もかっこよかったわ こいつら弱いね 俺が結果見る前に消えてた びっくりした ぬくぬく 勝てるわけねえじゃねえか どうすりゃいいんだ 18キル9で喜んでた俺は やばい いやー俺このマップ分かんねえ カッポンだよねこれ パンナイ パンナイマップがむじんだよな 結構さ 俺の弾も当たってるんだぜ 1弦じゃなかったからね あのカンナムスタイル そりゃだめや そりゃだめだカイジ君 ペタッピだ ペタッピ ずるいそれ 俺も使う次から
